#solver	iter	latency-throughput
		2. : 0.355634573911
		3. : 0.47405596054
		4. : 0.576561524854
		5. : 0.660967554194
		6. : 0.772211796448
		7. : 0.823622615039
		8. : 0.870049461584
		9. : 0.881263812436
mcf	5	
		1. : 0.202713545759
		2. : 0.351287539885
		3. : 0.474950559888
		4. : 0.561162659984
		5. : 0.650525727613
		6. : 0.769586327587
		7. : 0.823424538379
		8. : 0.870385754377
		9. : 0.885901737249
mcf	6	
		1. : 0.202558096114
		2. : 0.349373605818
		3. : 0.467603072234
		4. : 0.564748944609
		5. : 0.647967665661
		6. : 0.773616111357
		7. : 0.832514437555
		8. : 0.87519570432
		9. : 0.88838086135
mcf	7	
		1. : 0.198415278971
		2. : 0.330112277092
		3. : 0.442176395814
		4. : 0.545709718322
		5. : 0.635058542758
		6. : 0.765815466257
		7. : 0.830108619861
		8. : 0.872726313705
		9. : 0.887166282538
mcf	8	
		1. : 0.202657989699
		2. : 0.336580119551
		3. : 0.454945359878
		4. : 0.554068015895
		5. : 0.639238953947
		6. : 0.758568699909
		7. : 0.829587561605
		8. : 0.876211786132
		9. : 0.893117383763
mcf	9	
		1. : 0.209008001053
		2. : 0.360161208173
		3. : 0.470564600184
		4. : 0.564953383167
		5. : 0.642609747253
		6. : 0.763119669702
		7. : 0.825014027602
		8. : 0.869477175259
		9. : 0.883613598929
mwmcf	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
mwmcf	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
mwmcf	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.57064064999
		4. : 0.648884241628
		5. : 0.675001399863
mwmcf	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.569000617156
		4. : 0.64804272343
		5. : 0.674828905027
mwmcf	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.683006448369
mwmcf	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.682880901872
mwmcf	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.693238192387
mwmcf	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.690447399484
mwmcf	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.688682588466
mwmcf	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.687380382092
raeke	0	
		1. : 0.214717323664
		2. : 0.424015898835
		3. : 0.646161543622
		4. : 0.817468298535
		5. : 0.928379254425
		6. : 0.980756753123
		7. : 0.997641732097
		8. : 0.997643388529
		9. : 0.999794060834
		10. : 1.
raeke	1	
		1. : 0.212731018356
		2. : 0.418279103878
		3. : 0.638973665306
		4. : 0.808813924392
		5. : 0.923878625338
		6. : 0.979579122584
		7. : 0.99745247632
		8. : 0.997454113647
		9. : 0.999703677346
		10. : 1.
raeke	2	
		1. : 0.201989433545
		2. : 0.381353725548
		3. : 0.614087114558
		4. : 0.789503911789
		5. : 0.893183552253
		6. : 0.941509301034
		7. : 0.952595500953
		8. : 0.956393286658
		9. : 0.958162400871
		10. : 0.958211529587
raeke	3	
		1. : 0.206917771018
		2. : 0.392083494939
		3. : 0.557583270775
		4. : 0.695303100424
		5. : 0.80852232015
		6. : 0.899490428383
		7. : 0.940087992622
		8. : 0.947932533313
		9. : 0.95194320727
		10. : 0.953976383699
		11. : 0.954149053439
raeke	4	
		1. : 0.206736019592
		2. : 0.394600563666
		3. : 0.560394397669
		4. : 0.697748586375
		5. : 0.811508605141
		6. : 0.898223986835
		7. : 0.938176332641
		8. : 0.945965233875
		9. : 0.948788531821
		10. : 0.951242702774
		11. : 0.951467618926
raeke	5	
		1. : 0.205554056614
		2. : 0.391459388364
		3. : 0.56468445391
		4. : 0.711346069894
		5. : 0.822640502462
		6. : 0.901124910111
		7. : 0.938813825592
		8. : 0.946496252808
		9. : 0.948887604365
		10. : 0.9489403534
		11. : 0.949011251877
raeke	6	
		1. : 0.20288356722
		2. : 0.3911420733
		3. : 0.570257127459
		4. : 0.712321790249
		5. : 0.818640938204
		6. : 0.894944718014
		7. : 0.932440520222
		8. : 0.940855828207
		9. : 0.945131766331
		10. : 0.945564206131
		11. : 0.945641031105
raeke	7	
		1. : 0.204480590063
		2. : 0.392938369457
		3. : 0.567585819956
		4. : 0.70374453106
		5. : 0.812609216057
		6. : 0.892622342972
		7. : 0.933049760182
		8. : 0.941193785096
		9. : 0.943908013781
		10. : 0.944596871402
raeke	8	
		1. : 0.19948743452
		2. : 0.384289175904
		3. : 0.557915142118
		4. : 0.69986228027
		5. : 0.813044884954
		6. : 0.895913706223
		7. : 0.937873353464
		8. : 0.946576764268
		9. : 0.951217440259
		10. : 0.951286817235
raeke	9	
		1. : 0.206521714746
		2. : 0.393799168807
		3. : 0.561102032012
		4. : 0.697927653177
		5. : 0.807461591131
		6. : 0.884039490175
		7. : 0.929473217981
		8. : 0.94211856705
		9. : 0.945115497586
		10. : 0.946706503113
		11. : 0.946775642082
semimcfecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
semimcfecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
semimcfecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.617031386724
		4. : 0.739446466238
		5. : 0.820038758117
		6. : 0.872330586423
semimcfecmp	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.619889540299
		4. : 0.744129669107
		5. : 0.821420231187
		6. : 0.872407373506
semimcfecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.626176187867
		4. : 0.751944392426
		5. : 0.827296793476
		6. : 0.875690771249
semimcfecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.629041278696
		4. : 0.74966231902
		5. : 0.826843863565
		6. : 0.875529062344
semimcfecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.640491336229
		4. : 0.76040723196
		5. : 0.834459517645
		6. : 0.879685327851
semimcfecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.635093612422
		4. : 0.75505693001
		5. : 0.831500254341
		6. : 0.878510529355
semimcfecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.632395632688
		4. : 0.751772446984
		5. : 0.82980733902
		6. : 0.877708044645
semimcfecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.628423945625
		4. : 0.751885002353
		5. : 0.82963227953
		6. : 0.877362804799
semimcfksp	0	
		1. : 0.184077987048
		2. : 0.437471165195
		3. : 0.629342298124
		4. : 0.841028451229
		5. : 0.983716713665
		6. : 1.
		7. : 1.
semimcfksp	1	
		1. : 0.231765281031
		2. : 0.473670985859
		3. : 0.678793162845
		4. : 0.893248917755
		5. : 0.98903650325
		6. : 0.99934804196
		7. : 1.
semimcfksp	2	
		1. : 0.180114357944
		2. : 0.36323562832
		3. : 0.537814595325
		4. : 0.713412296872
		5. : 0.86207731878
		6. : 0.929178731573
		7. : 0.935811842821
		8. : 0.936379630204
		9. : 0.937569164769
		10. : 0.937569164769
semimcfksp	3	
		1. : 0.201941773712
		2. : 0.386417713307
		3. : 0.561251627897
		4. : 0.734215319184
		5. : 0.865655403112
		6. : 0.92928636551
		7. : 0.935948754109
		8. : 0.935948754109
		9. : 0.935948754109
		10. : 0.938157181724
semimcfksp	4	
		1. : 0.19148969855
		2. : 0.378485265368
		3. : 0.546844235306
		4. : 0.716896954525
		5. : 0.865554677657
		6. : 0.930662294206
		7. : 0.934390640629
		8. : 0.937561592123
		9. : 0.938796925434
		10. : 0.938796925434
semimcfksp	5	
		1. : 0.189313537325
		2. : 0.35839285224
		3. : 0.528844355588
		4. : 0.688997444554
		5. : 0.853746323927
		6. : 0.924420843443
		7. : 0.937989090915
		8. : 0.938171824707
		9. : 0.938171824707
		10. : 0.938171824707
semimcfksp	6	
		1. : 0.188618988344
		2. : 0.38372053556
		3. : 0.568159495317
		4. : 0.72061823714
		5. : 0.85147489672
		6. : 0.917952789479
		7. : 0.928889458449
		8. : 0.932494387218
		9. : 0.93745761982
		10. : 0.93745761982
semimcfksp	7	
		1. : 0.193768834123
		2. : 0.369331973297
		3. : 0.536528575752
		4. : 0.710478030302
		5. : 0.851497687006
		6. : 0.922779913813
		7. : 0.934719095358
		8. : 0.935063444869
		9. : 0.93884399737
		10. : 0.939460988256
semimcfksp	8	
		1. : 0.192557474253
		2. : 0.386540535661
		3. : 0.583217274646
		4. : 0.726945995661
		5. : 0.863166677643
		6. : 0.922382572776
		7. : 0.929854677971
		8. : 0.937910395752
		9. : 0.937910395752
		10. : 0.937910395752
semimcfksp	9	
		1. : 0.192034249837
		2. : 0.369343579189
		3. : 0.550288137597
		4. : 0.731214526055
		5. : 0.871953546286
		6. : 0.934372138657
		7. : 0.939368996591
		8. : 0.93959585195
		9. : 0.940077683006
		10. : 0.940077683006
semimcfmcf	0	
		1. : 0.260501545898
		2. : 0.455401599102
		3. : 0.699631755499
		4. : 0.769871824935
		5. : 0.870196970293
		6. : 0.929988998141
		7. : 0.9709940577
		8. : 1.
semimcfmcf	1	
		1. : 0.258515471628
		2. : 0.44754172125
		3. : 0.692286420684
		4. : 0.758483570966
		5. : 0.861139503012
		6. : 0.926387790997
		7. : 0.9685173404
		8. : 1.
semimcfmcf	2	
		1. : 0.215516629666
		2. : 0.376155611827
		3. : 0.538272506915
		4. : 0.645966295842
		5. : 0.742322172292
		6. : 0.825911765617
		7. : 0.858517962676
		8. : 0.872950864827
		9. : 0.88168188562
semimcfmcf	3	
		1. : 0.220245381185
		2. : 0.38334364996
		3. : 0.542498298181
		4. : 0.647185491603
		5. : 0.740464376695
		6. : 0.822723356844
		7. : 0.85685316976
		8. : 0.872433371787
		9. : 0.881703155422
semimcfmcf	4	
		1. : 0.220349953115
		2. : 0.38698037095
		3. : 0.545933595012
		4. : 0.652077279162
		5. : 0.74474506646
		6. : 0.824350739887
		7. : 0.8584777332
		8. : 0.872724543649
		9. : 0.881685007441
semimcfmcf	5	
		1. : 0.219954362661
		2. : 0.384281900124
		3. : 0.549874275742
		4. : 0.658303352471
		5. : 0.752448266005
		6. : 0.830007986832
		7. : 0.861340488719
		8. : 0.874870685377
		9. : 0.883981404179
semimcfmcf	6	
		1. : 0.217613338775
		2. : 0.383505028899
		3. : 0.553976099308
		4. : 0.661738075995
		5. : 0.753949362032
		6. : 0.830684955107
		7. : 0.863392790134
		8. : 0.875646222521
		9. : 0.883795132705
semimcfmcf	7	
		1. : 0.21937329666
		2. : 0.3834339649
		3. : 0.553070258484
		4. : 0.661136526039
		5. : 0.754079773401
		6. : 0.83159736104
		7. : 0.864343904438
		8. : 0.877272546242
		9. : 0.885977164201
semimcfmcf	8	
		1. : 0.21680849402
		2. : 0.376633584039
		3. : 0.546095763962
		4. : 0.65710009843
		5. : 0.752689391165
		6. : 0.830699094855
		7. : 0.863216850142
		8. : 0.875756895028
		9. : 0.884345791109
semimcfmcf	9	
		1. : 0.221815854912
		2. : 0.385437682677
		3. : 0.546883115243
		4. : 0.655542708562
		5. : 0.750100450869
		6. : 0.828389010651
		7. : 0.861046086784
		8. : 0.874132404322
		9. : 0.882495654128
semimcfraeke	0	
		1. : 0.227577882895
		2. : 0.485504921816
		3. : 0.603715246153
		4. : 0.737581107782
		5. : 0.821588366725
		6. : 0.928276761877
		7. : 0.981638018626
		8. : 0.981638018626
		9. : 0.999415979433
		10. : 0.999415979433
		11. : 1.
semimcfraeke	1	
		1. : 0.188550242442
		2. : 0.411985427666
		3. : 0.529868145748
		4. : 0.690901242355
		5. : 0.736794322415
		6. : 0.882937855094
		7. : 0.958652685398
		8. : 1.
		9. : 1.
		10. : 1.
		11. : 1.
semimcfraeke	2	
		1. : 0.185156617827
		2. : 0.354145809263
		3. : 0.488256341593
		4. : 0.607004850679
		5. : 0.729316916718
		6. : 0.867611143365
		7. : 0.898199168928
		8. : 0.925382015394
		9. : 0.93791399454
		10. : 0.939848111308
		11. : 0.942191298054
semimcfraeke	3	
		1. : 0.182767525331
		2. : 0.348861517817
		3. : 0.501443275825
		4. : 0.640967641668
		5. : 0.747920296122
		6. : 0.843856311317
		7. : 0.892062326954
		8. : 0.907599360694
		9. : 0.922488892232
		10. : 0.924538117466
		11. : 0.926473581131
semimcfraeke	4	
		1. : 0.202485939819
		2. : 0.375032463599
		3. : 0.508354876597
		4. : 0.644057711631
		5. : 0.746790133239
		6. : 0.856640505814
		7. : 0.894661046808
		8. : 0.920683935187
		9. : 0.933550775079
		10. : 0.935605138456
		11. : 0.935653083296
semimcfraeke	5	
		1. : 0.17679876748
		2. : 0.342066637567
		3. : 0.46997463346
		4. : 0.593945079029
		5. : 0.719240326867
		6. : 0.838564617744
		7. : 0.907946211191
		8. : 0.93804128191
		9. : 0.946038008509
		10. : 0.946038008509
		11. : 0.946038008509
semimcfraeke	6	
		1. : 0.183426182613
		2. : 0.367320640277
		3. : 0.506322000555
		4. : 0.627307110603
		5. : 0.749744912733
		6. : 0.870274226651
		7. : 0.919707009158
		8. : 0.940620627011
		9. : 0.947100098005
		10. : 0.947100098005
		11. : 0.94762513704
semimcfraeke	7	
		1. : 0.184470227576
		2. : 0.332445688492
		3. : 0.475603952055
		4. : 0.591598509154
		5. : 0.733477914002
		6. : 0.846316329763
		7. : 0.897238914476
		8. : 0.933204431243
		9. : 0.939303176735
		10. : 0.94058022057
		11. : 0.94058022057
semimcfraeke	8	
		1. : 0.189660742992
		2. : 0.360012306999
		3. : 0.499915315281
		4. : 0.63129247946
		5. : 0.748937007176
		6. : 0.885393696684
		7. : 0.909473014532
		8. : 0.93007000536
		9. : 0.937964608785
		10. : 0.93862849207
semimcfraeke	9	
		1. : 0.191904267288
		2. : 0.357031621421
		3. : 0.487560987361
		4. : 0.618249314137
		5. : 0.735049038382
		6. : 0.8460181502
		7. : 0.910011779956
		8. : 0.927474300617
		9. : 0.941189358115
		10. : 0.941440684141
semimcfvlb	0	
		1. : 0.259562273769
		2. : 0.523512019657
		3. : 0.658588488233
		4. : 0.805634811916
		5. : 0.923391243247
		6. : 0.969367382758
		7. : 0.990645823545
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	1	
		1. : 0.22920599406
		2. : 0.486524303979
		3. : 0.6369610636
		4. : 0.815166717275
		5. : 0.900802061716
		6. : 0.976777090914
		7. : 0.982920303694
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	2	
		1. : 0.192682165384
		2. : 0.357885099677
		3. : 0.504185313382
		4. : 0.655829520752
		5. : 0.781293398324
		6. : 0.881877576907
		7. : 0.91437860984
		8. : 0.926366151618
		9. : 0.927908480131
		10. : 0.927908480131
semimcfvlb	3	
		1. : 0.19817540934
		2. : 0.380088133024
		3. : 0.524124775796
		4. : 0.691187939823
		5. : 0.804851102822
		6. : 0.887298299873
		7. : 0.911692481134
		8. : 0.916691193404
		9. : 0.918384084407
		10. : 0.921738639377
		11. : 0.921965594417
semimcfvlb	4	
		1. : 0.209363557106
		2. : 0.383165124681
		3. : 0.541930005014
		4. : 0.698439578884
		5. : 0.813550885813
		6. : 0.898184470409
		7. : 0.915891758071
		8. : 0.923726181651
		9. : 0.924254698055
		10. : 0.927389892159
		11. : 0.927389892159
semimcfvlb	5	
		1. : 0.193619884862
		2. : 0.366983330808
		3. : 0.530673897344
		4. : 0.689514686306
		5. : 0.830165064269
		6. : 0.905285499048
		7. : 0.92439718643
		8. : 0.926815265573
		9. : 0.929244451337
		10. : 0.929410732954
		11. : 0.929608710744
semimcfvlb	6	
		1. : 0.198240914082
		2. : 0.391794928343
		3. : 0.547088683126
		4. : 0.685367025891
		5. : 0.799401603779
		6. : 0.900594725619
		7. : 0.921860099136
		8. : 0.928982232779
		9. : 0.929147174584
		10. : 0.929476707701
		11. : 0.929476707701
semimcfvlb	7	
		1. : 0.193837613831
		2. : 0.363477909368
		3. : 0.541148668146
		4. : 0.673917504029
		5. : 0.790929031314
		6. : 0.894556507876
		7. : 0.931185832456
		8. : 0.932818244992
		9. : 0.934114552629
		10. : 0.934344457699
		11. : 0.934344457699
semimcfvlb	8	
		1. : 0.186438199195
		2. : 0.352897430666
		3. : 0.542239455158
		4. : 0.687324081944
		5. : 0.796526183543
		6. : 0.887650702495
		7. : 0.919132195912
		8. : 0.926442525961
		9. : 0.937041466541
		10. : 0.937041466541
semimcfvlb	9	
		1. : 0.19965570432
		2. : 0.383459949809
		3. : 0.540246569562
		4. : 0.688472173097
		5. : 0.811692549868
		6. : 0.897603994266
		7. : 0.909148896511
		8. : 0.919450502466
		9. : 0.92283005019
		10. : 0.923448800574
spf	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
spf	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
spf	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.617031386724
		4. : 0.739446466238
		5. : 0.820038758117
		6. : 0.872330586423
spf	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.619889540299
		4. : 0.744129669107
		5. : 0.821420231187
		6. : 0.872407373506
spf	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.626176187867
		4. : 0.751944392426
		5. : 0.827296793476
		6. : 0.875690771249
spf	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.629041278696
		4. : 0.74966231902
		5. : 0.826843863565
		6. : 0.875529062344
spf	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.640491336229
		4. : 0.76040723196
		5. : 0.834459517645
		6. : 0.879685327851
spf	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.635093612422
		4. : 0.75505693001
		5. : 0.831500254341
		6. : 0.878510529355
spf	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.632395632688
		4. : 0.751772446984
		5. : 0.82980733902
		6. : 0.877708044645
spf	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.628423945625
		4. : 0.751885002353
		5. : 0.82963227953
		6. : 0.877362804799
vlb	0	
		1. : 0.20223665347
		2. : 0.396057938275
		3. : 0.627752550318
		4. : 0.835739903941
		5. : 0.942672176558
		6. : 0.987570597376
		7. : 0.994497909336
		8. : 0.996551674889
		9. : 1.
vlb	1	
		1. : 0.202667463734
		2. : 0.401179993653
		3. : 0.62780441088
		4. : 0.826170783634
		5. : 0.940197023026
		6. : 0.989148962323
		7. : 0.992639022377
		8. : 0.995610288635
		9. : 0.999953883937
		10. : 1.
vlb	2	
		1. : 0.197501876413
		2. : 0.371833408623
		3. : 0.540956925124
		4. : 0.695844851057
		5. : 0.811959085607
		6. : 0.899537017918
		7. : 0.915473606925
		8. : 0.921305571987
		9. : 0.923461612874
		10. : 0.923627587363
vlb	3	
		1. : 0.204477321948
		2. : 0.381886239513
		3. : 0.550888920471
		4. : 0.703239066146
		5. : 0.809570664006
		6. : 0.907089489829
		7. : 0.922715946767
		8. : 0.931132242736
		9. : 0.934261872108
		10. : 0.934445907742
vlb	4	
		1. : 0.202507635477
		2. : 0.382209139754
		3. : 0.550053460878
		4. : 0.708082097193
		5. : 0.819856160796
		6. : 0.898126984535
		7. : 0.913358390775
		8. : 0.919905446031
		9. : 0.923997174839
		10. : 0.924195186985
vlb	5	
		1. : 0.202536902687
		2. : 0.383669979253
		3. : 0.558422717252
		4. : 0.712350834495
		5. : 0.824741085726
		6. : 0.90346061228
		7. : 0.917512896499
		8. : 0.92476013699
		9. : 0.926874172281
		10. : 0.928188682703
vlb	6	
		1. : 0.200802745447
		2. : 0.385320009113
		3. : 0.567443601471
		4. : 0.720977298333
		5. : 0.830645709676
		6. : 0.901631302145
		7. : 0.916489779876
		8. : 0.923162588715
		9. : 0.924976771897
		10. : 0.925731671307
		11. : 0.925745893194
vlb	7	
		1. : 0.202952307346
		2. : 0.381530111533
		3. : 0.559037904984
		4. : 0.71606908675
		5. : 0.835140452887
		6. : 0.904999944225
		7. : 0.917417396017
		8. : 0.922862658248
		9. : 0.92456675969
		10. : 0.9250204125
vlb	8	
		1. : 0.201278109944
		2. : 0.381574263506
		3. : 0.555932538056
		4. : 0.708859655534
		5. : 0.829003024552
		6. : 0.900977064687
		7. : 0.91677772337
		8. : 0.923809545371
		9. : 0.927369674523
		10. : 0.927776076621
vlb	9	
		1. : 0.205898168384
		2. : 0.386608427193
		3. : 0.559452813536
		4. : 0.7149196627
		5. : 0.819617223499
		6. : 0.896998689715
		7. : 0.911890196329
		8. : 0.919568913869
		9. : 0.923504244725
		10. : 0.923645382777
		11. : 0.923700460937

