#solver	iter	latency-throughput
		4. : 0.554776810371
		5. : 0.56881987344
ecmp	18	
		1. : 0.174614990907
		2. : 0.337795780948
		3. : 0.530681174046
		4. : 0.553292455628
		5. : 0.566942798425
ecmp	19	
		1. : 0.170904207802
		2. : 0.33379755807
		3. : 0.527660367814
		4. : 0.550427370133
		5. : 0.564085133539
ecmp	20	
		1. : 0.170492657624
		2. : 0.333320297303
		3. : 0.527280128474
		4. : 0.550236916559
		5. : 0.564178704409
ecmp	21	
		1. : 0.171644539397
		2. : 0.335678402527
		3. : 0.531000838571
		4. : 0.554165496028
		5. : 0.568183374785
ecmp	22	
		1. : 0.171786509579
		2. : 0.338398281198
		3. : 0.533352995547
		4. : 0.556342671596
		5. : 0.569884071875
ecmp	23	
		1. : 0.171359262515
		2. : 0.337904299531
		3. : 0.533079104104
		4. : 0.55597021404
		5. : 0.569550305272
ksp	0	
		1. : 0.038749818936
		2. : 0.145492537791
		3. : 0.277428430458
		4. : 0.464313481927
		5. : 0.695474501407
		6. : 0.843327534514
		7. : 0.943365357106
		8. : 0.975254856572
		9. : 0.988498994525
		10. : 0.997569534433
		11. : 1.
ksp	1	
		1. : 0.0390978019207
		2. : 0.145651207474
		3. : 0.276673788042
		4. : 0.463550008921
		5. : 0.694684705843
		6. : 0.842341938767
		7. : 0.942731568814
		8. : 0.974681930324
		9. : 0.988131498058
		10. : 0.997371657825
		11. : 1.
ksp	2	
		1. : 0.0788434808728
		2. : 0.143182085567
		3. : 0.323714530557
		4. : 0.44096043851
		5. : 0.692861900536
		6. : 0.838528436323
		7. : 0.879284683225
		8. : 0.887417757213
		9. : 0.889944980227
		10. : 0.894170588452
		11. : 0.89721936982
ksp	3	
		1. : 0.0786834028276
		2. : 0.142911699777
		3. : 0.342024895623
		4. : 0.460437537438
		5. : 0.747283210524
		6. : 0.893183550581
		7. : 0.934193717859
		8. : 0.942279154176
		9. : 0.944959603529
		10. : 0.949329428705
		11. : 0.952319769605
ksp	4	
		1. : 0.0790069885866
		2. : 0.142342569261
		3. : 0.354469414627
		4. : 0.472676498557
		5. : 0.76020531837
		6. : 0.906459202219
		7. : 0.947080405615
		8. : 0.954841904325
		9. : 0.957533471752
		10. : 0.961939782326
		11. : 0.964939805657
ksp	5	
		1. : 0.0776680704163
		2. : 0.141626117105
		3. : 0.353311451332
		4. : 0.471150222214
		5. : 0.759581025161
		6. : 0.904612638829
		7. : 0.94555057393
		8. : 0.954610412327
		9. : 0.957360121666
		10. : 0.961771508063
		11. : 0.964789531418
ksp	6	
		1. : 0.0772302137212
		2. : 0.141233304905
		3. : 0.3521811985
		4. : 0.470260932411
		5. : 0.760249507452
		6. : 0.904609126765
		7. : 0.945694769485
		8. : 0.954881367295
		9. : 0.95761032163
		10. : 0.961975301163
		11. : 0.964961575543
ksp	7	
		1. : 0.0765610617271
		2. : 0.140840993874
		3. : 0.351576150112
		4. : 0.46901253094
		5. : 0.759940997788
		6. : 0.904575832045
		7. : 0.945800213753
		8. : 0.955012654759
		9. : 0.957528547721
		10. : 0.961694619503
		11. : 0.96470570994
ksp	8	
		1. : 0.0761249419378
		2. : 0.140941290729
		3. : 0.351475025755
		4. : 0.469390362364
		5. : 0.760661472316
		6. : 0.904808935681
		7. : 0.945753254242
		8. : 0.954946398619
		9. : 0.957451409728
		10. : 0.961599402208
		11. : 0.964597425559
ksp	9	
		1. : 0.0770504280644
		2. : 0.140784305184
		3. : 0.347094516609
		4. : 0.464478675348
		5. : 0.756442513848
		6. : 0.902250000196
		7. : 0.941574550947
		8. : 0.949381482085
		9. : 0.951898646457
		10. : 0.956151366547
		11. : 0.959160445557
ksp	10	
		1. : 0.077331422102
		2. : 0.14113165427
		3. : 0.341353275547
		4. : 0.45830376414
		5. : 0.74837397287
		6. : 0.894040489485
		7. : 0.933252062339
		8. : 0.941077810942
		9. : 0.943555494245
		10. : 0.947756102929
		11. : 0.950770994436
ksp	11	
		1. : 0.0772821822755
		2. : 0.141494277452
		3. : 0.338379874209
		4. : 0.456211981119
		5. : 0.740116613973
		6. : 0.885408929616
		7. : 0.925503245891
		8. : 0.933789973844
		9. : 0.936318633904
		10. : 0.940517692223
		11. : 0.943520370557
ksp	12	
		1. : 0.0770628834475
		2. : 0.14163538771
		3. : 0.328603688354
		4. : 0.446867159978
		5. : 0.710661949781
		6. : 0.855915978733
		7. : 0.895926648172
		8. : 0.904179109326
		9. : 0.906695068
		10. : 0.910872984859
		11. : 0.913860545278
ksp	13	
		1. : 0.0780494573961
		2. : 0.141144564734
		3. : 0.326121251964
		4. : 0.443583810321
		5. : 0.70203594153
		6. : 0.847732719829
		7. : 0.887795683971
		8. : 0.896149945717
		9. : 0.898986643721
		10. : 0.903498593799
		11. : 0.906493390574
ksp	14	
		1. : 0.0776991415549
		2. : 0.142190026115
		3. : 0.324652815557
		4. : 0.443825528475
		5. : 0.697860486816
		6. : 0.84310181526
		7. : 0.883359598466
		8. : 0.891625217076
		9. : 0.894465723233
		10. : 0.898936804323
		11. : 0.901889529935
ksp	15	
		1. : 0.0779357528633
		2. : 0.142793662978
		3. : 0.34192054946
		4. : 0.46153660543
		5. : 0.747876800798
		6. : 0.890821793653
		7. : 0.93113300136
		8. : 0.939347780355
		9. : 0.941927793484
		10. : 0.946154938726
		11. : 0.949120366292
ksp	16	
		1. : 0.0781652261217
		2. : 0.141801348999
		3. : 0.342554274491
		4. : 0.460778064961
		5. : 0.749284369051
		6. : 0.892653500151
		7. : 0.932962315812
		8. : 0.941236614831
		9. : 0.943838480364
		10. : 0.948101531635
		11. : 0.951092148005
ksp	17	
		1. : 0.0781696096336
		2. : 0.141804132526
		3. : 0.322647914307
		4. : 0.440876502542
		5. : 0.689917943654
		6. : 0.83311254906
		7. : 0.873406705311
		8. : 0.881686227929
		9. : 0.88428973603
		10. : 0.888555478583
		11. : 0.891547982941
ksp	18	
		1. : 0.077991443931
		2. : 0.141124023867
		3. : 0.319403324882
		4. : 0.436696381905
		5. : 0.680578861122
		6. : 0.823988382985
		7. : 0.864161078234
		8. : 0.872509168431
		9. : 0.875095507788
		10. : 0.879378151481
		11. : 0.882392815627
ksp	19	
		1. : 0.0773865111304
		2. : 0.140519692846
		3. : 0.314239632398
		4. : 0.431186554027
		5. : 0.667276721658
		6. : 0.81070467403
		7. : 0.850536603611
		8. : 0.858907443113
		9. : 0.86148844074
		10. : 0.865703290076
		11. : 0.868641507074
ksp	20	
		1. : 0.0772508979756
		2. : 0.140439934325
		3. : 0.311734852292
		4. : 0.428490941591
		5. : 0.660376793423
		6. : 0.803743134223
		7. : 0.843871090005
		8. : 0.852346439078
		9. : 0.85499938485
		10. : 0.859491472106
		11. : 0.862701908894
ksp	21	
		1. : 0.0775336795758
		2. : 0.141220519233
		3. : 0.320978536038
		4. : 0.438277237671
		5. : 0.686777323267
		6. : 0.829979071666
		7. : 0.87036939422
		8. : 0.878890610999
		9. : 0.881539612276
		10. : 0.885978704016
		11. : 0.889147574643
ksp	22	
		1. : 0.0774760647657
		2. : 0.142617695153
		3. : 0.314734840103
		4. : 0.432038087935
		5. : 0.664340769693
		6. : 0.807677107009
		7. : 0.847600521303
		8. : 0.855981157204
		9. : 0.858514573028
		10. : 0.862548174237
		11. : 0.865325844007
ksp	23	
		1. : 0.0774616252474
		2. : 0.142527772733
		3. : 0.31322009126
		4. : 0.430639656596
		5. : 0.659183817655
		6. : 0.802610163122
		7. : 0.842438178775
		8. : 0.850837661515
		9. : 0.85337831216
		10. : 0.857423438313
		11. : 0.860209044535
mcf	0	
		1. : 0.16041892592
		2. : 0.397848025027
		3. : 0.634424624503
		4. : 0.727223498553
		5. : 0.76100802013
		6. : 0.874674675636
		7. : 0.981376691243
		8. : 0.993180763307
		9. : 1.
mcf	1	
		1. : 0.142775860252
		2. : 0.363272036611
		3. : 0.656570281778
		4. : 0.698541410395
		5. : 0.763338941571
		6. : 0.882507777846
		7. : 0.907571025161
		8. : 1.
mcf	2	
		1. : 0.154962569059
		2. : 0.241036128038
		3. : 0.489024827287
		4. : 0.530373431262
		5. : 0.550284815919
		6. : 0.629801554961
		7. : 0.709031020958
		8. : 0.712103881076
		9. : 0.71914325424
mcf	3	
		1. : 0.0851306527586
		2. : 0.192039853764
		3. : 0.349943514223
		4. : 0.411766991681
		5. : 0.560828802205
		6. : 0.605013651861
		7. : 0.673511376019
		8. : 0.673745679784
		9. : 0.791795572804
mcf	4	
		1. : 0.137637502925
		2. : 0.247428640023
		3. : 0.521113639829
		4. : 0.566759949687
		5. : 0.630719226911
		6. : 0.681185437328
		7. : 0.711762023836
		8. : 0.713284064432
mcf	5	
		1. : 0.155130784125
		2. : 0.244545228323
		3. : 0.491854775846
		4. : 0.529009965999
		5. : 0.554041042744
		6. : 0.630122138847
		7. : 0.707050928395
		8. : 0.71221891694
		9. : 0.719187272504
mcf	6	
		1. : 0.096762047277
		2. : 0.194192778032
		3. : 0.484455573284
		4. : 0.541133707223
		5. : 0.623163203499
		6. : 0.675682797548
		7. : 0.695940428446
		8. : 0.702336505284
		9. : 0.709231555203
mcf	7	
		1. : 0.0984589352441
		2. : 0.193734474154
		3. : 0.487143225361
		4. : 0.545672559578
		5. : 0.621718013063
		6. : 0.675509995123
		7. : 0.695543432841
		8. : 0.697305421585
		9. : 0.704257769639
mcf	8	
		1. : 0.0938841030374
		2. : 0.190247598019
		3. : 0.483873186469
		4. : 0.542082165781
		5. : 0.619064223615
		6. : 0.671854877457
		7. : 0.695579025825
		8. : 0.702296865801
		9. : 0.709219043084
mcf	9	
		1. : 0.133866807958
		2. : 0.243401457668
		3. : 0.535439260013
		4. : 0.580576981676
		5. : 0.638122367039
		6. : 0.689863997678
		7. : 0.721010092614
		8. : 0.722221043626
mcf	10	
		1. : 0.15287191873
		2. : 0.237425330456
		3. : 0.487888528419
		4. : 0.527886890959
		5. : 0.549912706629
		6. : 0.628035861824
		7. : 0.705006350951
		8. : 0.710738696586
		9. : 0.717699820982
mcf	11	
		1. : 0.152854455353
		2. : 0.238607185473
		3. : 0.488738443012
		4. : 0.52894186557
		5. : 0.549433926333
		6. : 0.627958842973
		7. : 0.70532828161
		8. : 0.711959200295
		9. : 0.718892125531
mcf	12	
		1. : 0.151876197675
		2. : 0.240934279668
		3. : 0.491260469621
		4. : 0.53281108582
		5. : 0.553488875084
		6. : 0.631617754716
		7. : 0.708588920894
		8. : 0.712875378369
		9. : 0.719773397643
mcf	13	
		1. : 0.12696218926
		2. : 0.248615449742
		3. : 0.525983190636
		4. : 0.555933025686
		5. : 0.61903941827
		6. : 0.673714319582
		7. : 0.697439547353
		8. : 0.698598842677
mcf	14	
		1. : 0.134363891194
		2. : 0.243728487478
		3. : 0.517838151056
		4. : 0.553397054632
		5. : 0.616806872213
		6. : 0.675978581051
		7. : 0.696800827611
		8. : 0.698229973989
mcf	15	
		1. : 0.156691449049
		2. : 0.246344562712
		3. : 0.494493398696
		4. : 0.541159031243
		5. : 0.561630036443
		6. : 0.637002005041
		7. : 0.713251257476
		8. : 0.713720741158
		9. : 0.720567657583
mcf	16	
		1. : 0.15608005497
		2. : 0.243784935888
		3. : 0.49404838063
		4. : 0.533190908063
		5. : 0.553669728699
		6. : 0.62824526982
		7. : 0.708045275167
		8. : 0.712146068506
		9. : 0.719051143705
mcf	17	
		1. : 0.156586854451
		2. : 0.245459855688
		3. : 0.494886958201
		4. : 0.533260926358
		5. : 0.566647419255
		6. : 0.642659416212
		7. : 0.71932367707
		8. : 0.723455626438
		9. : 0.730365060839
mcf	18	
		1. : 0.134783165192
		2. : 0.241825774489
		3. : 0.536015662647
		4. : 0.580641277053
		5. : 0.626169456219
		6. : 0.677622919682
		7. : 0.709231516847
		8. : 0.715486849195
mcf	19	
		1. : 0.153416201198
		2. : 0.239017855732
		3. : 0.490173887272
		4. : 0.527934519027
		5. : 0.548962483599
		6. : 0.625084782845
		7. : 0.70306052922
		8. : 0.713989235781
		9. : 0.720880294301
mcf	20	
		1. : 0.0965822132143
		2. : 0.19058863192
		3. : 0.487545247175
		4. : 0.544461318849
		5. : 0.624361512662
		6. : 0.675142233077
		7. : 0.69395710623
		8. : 0.695747806146
		9. : 0.702618463918
mcf	21	
		1. : 0.153954249379
		2. : 0.240092030148
		3. : 0.490658916347
		4. : 0.530676190764
		5. : 0.552345823592
		6. : 0.62834607187
		7. : 0.706443984728
		8. : 0.715600391308
		9. : 0.723018714611
mcf	22	
		1. : 0.153721884832
		2. : 0.23912387471
		3. : 0.489377672932
		4. : 0.531717883325
		5. : 0.553051189734
		6. : 0.633716539647
		7. : 0.711716387457
		8. : 0.712213617329
		9. : 0.719620395451
mcf	23	
		1. : 0.15292246417
		2. : 0.239475170042
		3. : 0.490791852671
		4. : 0.531765534691
		5. : 0.552396459155
		6. : 0.631082410643
		7. : 0.711428487922
		8. : 0.716939416595
		9. : 0.723477972453
raeke	0	
		1. : 0.127285483215
		2. : 0.409364794598
		3. : 0.618835633753
		4. : 0.775693620619
		5. : 0.933409754252
		6. : 0.976370301798
		7. : 0.99517763223
		8. : 0.998759020994
		9. : 0.99933724056
		10. : 1.
raeke	1	
		1. : 0.127479668659
		2. : 0.408932948601
		3. : 0.617456100949
		4. : 0.775199857563
		5. : 0.933140616767
		6. : 0.976361823884
		7. : 0.995131125349
		8. : 0.998730597102
		9. : 0.999308086661
		10. : 1.
raeke	2	
		1. : 0.134133294693
		2. : 0.322819589586
		3. : 0.539892094426
		4. : 0.728839302595
		5. : 0.905286071312
		6. : 0.955616154084
		7. : 0.975741716124
		8. : 0.982962236901
		9. : 0.982984539035
		10. : 0.983652919796
raeke	3	
		1. : 0.138814456069
		2. : 0.327673759542
		3. : 0.543928987449
		4. : 0.731945355359
		5. : 0.906990980948
		6. : 0.956818627817
		7. : 0.976943786771
		8. : 0.98403507266
		9. : 0.984057118942
		10. : 0.984715893807
raeke	4	
		1. : 0.139624623881
		2. : 0.326557799414
		3. : 0.543138235708
		4. : 0.7311640163
		5. : 0.906633620816
		6. : 0.956826210413
		7. : 0.976970895637
		8. : 0.984063712596
		9. : 0.984085848718
		10. : 0.984712339322
raeke	5	
		1. : 0.136613396214
		2. : 0.325764903383
		3. : 0.54100233589
		4. : 0.729747726472
		5. : 0.906078026529
		6. : 0.955872992512
		7. : 0.976586985057
		8. : 0.983834851588
		9. : 0.983856569524
		10. : 0.984626994178
raeke	6	
		1. : 0.136332436105
		2. : 0.324901136218
		3. : 0.540013762816
		4. : 0.729408320493
		5. : 0.906295044287
		6. : 0.955803859892
		7. : 0.976456179293
		8. : 0.983767752348
		9. : 0.983789281756
		10. : 0.984581105534
raeke	7	
		1. : 0.130930909924
		2. : 0.320212729124
		3. : 0.536725092495
		4. : 0.726867507493
		5. : 0.90519623694
		6. : 0.955392923419
		7. : 0.976267854791
		8. : 0.98363632313
		9. : 0.983657476164
		10. : 0.984454634529
raeke	8	
		1. : 0.130324518184
		2. : 0.320021499973
		3. : 0.537028633399
		4. : 0.727218705823
		5. : 0.905419365238
		6. : 0.955451787998
		7. : 0.9762998439
		8. : 0.983662524821
		9. : 0.983683678985
		10. : 0.984482246319
raeke	9	
		1. : 0.133590290886
		2. : 0.321484284013
		3. : 0.538816617408
		4. : 0.727599304819
		5. : 0.905947400196
		6. : 0.956263242301
		7. : 0.976659680115
		8. : 0.983937515833
		9. : 0.983958890231
		10. : 0.984605264505
raeke	10	
		1. : 0.132236771598
		2. : 0.320282311875
		3. : 0.538423273522
		4. : 0.727325548367
		5. : 0.905876102822
		6. : 0.956267213922
		7. : 0.976631581239
		8. : 0.983924209193
		9. : 0.983945475229
		10. : 0.984593098074
raeke	11	
		1. : 0.131867626741
		2. : 0.320146605401
		3. : 0.537680743963
		4. : 0.727363794921
		5. : 0.905574082634
		6. : 0.956035283443
		7. : 0.976609682372
		8. : 0.983896164899
		9. : 0.983918060563
		10. : 0.98461228896
raeke	12	
		1. : 0.131599520035
		2. : 0.320131484111
		3. : 0.538500059216
		4. : 0.727849679511
		5. : 0.905560179045
		6. : 0.956129181982
		7. : 0.976685238088
		8. : 0.983935305118
		9. : 0.983957037583
		10. : 0.984647770673
raeke	13	
		1. : 0.137063578851
		2. : 0.323504826776
		3. : 0.539848639819
		4. : 0.7288235975
		5. : 0.906163398921
		6. : 0.956175272825
		7. : 0.976680315732
		8. : 0.983947947175
		9. : 0.983969513189
		10. : 0.984661919346
raeke	14	
		1. : 0.136510726021
		2. : 0.324136088284
		3. : 0.541243748404
		4. : 0.730228092071
		5. : 0.906414061167
		6. : 0.956472014572
		7. : 0.976862957867
		8. : 0.984034107279
		9. : 0.984056176822
		10. : 0.984740718795
raeke	15	
		1. : 0.136183977757
		2. : 0.325543445754
		3. : 0.543052156855
		4. : 0.731923621882
		5. : 0.907519968412
		6. : 0.956926026379
		7. : 0.976923236747
		8. : 0.984091045005
		9. : 0.984113063267
		10. : 0.984799211222
raeke	16	
		1. : 0.136218663824
		2. : 0.323108440487
		3. : 0.541355702912
		4. : 0.730442595874
		5. : 0.906878345727
		6. : 0.956659425086
		7. : 0.976767014809
		8. : 0.983995424865
		9. : 0.984017399232
		10. : 0.984709375434
raeke	17	
		1. : 0.13616562195
		2. : 0.323114627029
		3. : 0.541455659448
		4. : 0.730582516152
		5. : 0.906975773468
		6. : 0.956681366312
		7. : 0.976764940561
		8. : 0.98399789209
		9. : 0.984019880329
		10. : 0.984712171963
raeke	18	
		1. : 0.136218302146
		2. : 0.323014444937
		3. : 0.540795575667
		4. : 0.729910924573
		5. : 0.897843850809
		6. : 0.947356316899
		7. : 0.967500311417
		8. : 0.974797472362
		9. : 0.974818903041
		10. : 0.975520079665
raeke	19	
		1. : 0.132562795866
		2. : 0.319495614182
		3. : 0.538180582697
		4. : 0.728045646578
		5. : 0.884860370494
		6. : 0.934712088134
		7. : 0.955015578964
		8. : 0.962360523824
		9. : 0.962381553599
		10. : 0.963087553954
raeke	20	
		1. : 0.132256641754
		2. : 0.31987799326
		3. : 0.538257343919
		4. : 0.727858612383
		5. : 0.879951329791
		6. : 0.929847491667
		7. : 0.950171819978
		8. : 0.957550713202
		9. : 0.957571795541
		10. : 0.958280466637
raeke	21	
		1. : 0.133010066087
		2. : 0.320597801336
		3. : 0.539597446765
		4. : 0.729099726256
		5. : 0.904220764671
		6. : 0.954073550599
		7. : 0.974368521748
		8. : 0.98167493872
		9. : 0.981696103791
		10. : 0.98240840583
raeke	22	
		1. : 0.133190686333
		2. : 0.322061580329
		3. : 0.541213388459
		4. : 0.730392804977
		5. : 0.875915218723
		6. : 0.925439627463
		7. : 0.94561370134
		8. : 0.952831036697
		9. : 0.952852012827
		10. : 0.953556603306
raeke	23	
		1. : 0.133026195416
		2. : 0.32195131783
		3. : 0.541185808829
		4. : 0.72955241793
		5. : 0.871498815777
		6. : 0.921063687403
		7. : 0.941272537769
		8. : 0.948510473612
		9. : 0.94853143559
		10. : 0.949238039249
semimcfecmp	0	
		1. : 0.178406510936
		2. : 0.647752571109
		3. : 0.887069419925
		4. : 0.93912374185
		5. : 1.
semimcfecmp	1	
		1. : 0.178757795664
		2. : 0.646273636836
		3. : 0.884881771424
		4. : 0.93922327362
		5. : 1.
semimcfecmp	2	
		1. : 0.174733632032
		2. : 0.339696213175
		3. : 0.529598661679
		4. : 0.553023208354
		5. : 0.567417851558
semimcfecmp	3	
		1. : 0.178630636578
		2. : 0.344657967062
		3. : 0.533403594001
		4. : 0.556810277219
		5. : 0.570650355633
semimcfecmp	4	
		1. : 0.179430292648
		2. : 0.34261505349
		3. : 0.531521358206
		4. : 0.554862629733
		5. : 0.568584436929
semimcfecmp	5	
		1. : 0.173923040264
		2. : 0.341330171934
		3. : 0.530148972467
		4. : 0.553539937889
		5. : 0.567615049494
semimcfecmp	6	
		1. : 0.173795479963
		2. : 0.341926912752
		3. : 0.530959703171
		4. : 0.554157598535
		5. : 0.568151509611
semimcfecmp	7	
		1. : 0.169846796824
		2. : 0.337661278441
		3. : 0.528087706176
		4. : 0.551393465334
		5. : 0.565679140525
semimcfecmp	8	
		1. : 0.168697911017
		2. : 0.337453975385
		3. : 0.529361742956
		4. : 0.552598058283
		5. : 0.566994205147
semimcfecmp	9	
		1. : 0.172021613571
		2. : 0.335806730911
		3. : 0.527784233261
		4. : 0.551128945677
		5. : 0.564872059023
semimcfecmp	10	
		1. : 0.170931934885
		2. : 0.334497236148
		3. : 0.527619019816
		4. : 0.55108891051
		5. : 0.564858570785
semimcfecmp	11	
		1. : 0.170493012485
		2. : 0.335725969078
		3. : 0.527847475055
		4. : 0.551563318973
		5. : 0.565815951466
semimcfecmp	12	
		1. : 0.170221492753
		2. : 0.336779649631
		3. : 0.529462044611
		4. : 0.5532414992
		5. : 0.567599148195
semimcfecmp	13	
		1. : 0.174643241306
		2. : 0.337930399066
		3. : 0.529180852073
		4. : 0.553056122904
		5. : 0.56674510572
semimcfecmp	14	
		1. : 0.174109528329
		2. : 0.341109646702
		3. : 0.532307933526
		4. : 0.556197491459
		5. : 0.570327801758
semimcfecmp	15	
		1. : 0.174860430862
		2. : 0.34344548575
		3. : 0.534725300364
		4. : 0.557924314764
		5. : 0.57183841921
semimcfecmp	16	
		1. : 0.174692118391
		2. : 0.339255755353
		3. : 0.532029575263
		4. : 0.554805342891
		5. : 0.568837635906
semimcfecmp	17	
		1. : 0.174609005257
		2. : 0.33923293574
		3. : 0.532077482269
		4. : 0.554776810371
		5. : 0.568809562933
semimcfecmp	18	
		1. : 0.174614990907
		2. : 0.337795780948
		3. : 0.530681174046
		4. : 0.553292455628
		5. : 0.56693425665
semimcfecmp	19	
		1. : 0.170904207802
		2. : 0.33379755807
		3. : 0.527660367814
		4. : 0.550427370133
		5. : 0.564116977895
semimcfecmp	20	
		1. : 0.170492657624
		2. : 0.333322226755
		3. : 0.527282057926
		4. : 0.550238846012
		5. : 0.564212383943
semimcfecmp	21	
		1. : 0.171644539397
		2. : 0.335678402527
		3. : 0.531000838571
		4. : 0.554165496028
		5. : 0.568215312662
semimcfecmp	22	
		1. : 0.171786509579
		2. : 0.338398281198
		3. : 0.533352995547
		4. : 0.556342671596
		5. : 0.569915960047
semimcfecmp	23	
		1. : 0.171359262515
		2. : 0.337906242912
		3. : 0.533081047485
		4. : 0.555972157421
		5. : 0.569584227937
semimcfksp	0	
		1. : 0.142909605353
		2. : 0.430014272383
		3. : 0.649128427397
		4. : 0.69190156622
		5. : 0.92914218231
		6. : 0.958714112505
		7. : 0.978851463039
		8. : 0.987526999164
		9. : 0.987526999164
		10. : 0.987847672165
		11. : 1.
semimcfksp	1	
		1. : 0.147363706764
		2. : 0.522386480976
		3. : 0.719582734513
		4. : 0.815781583793
		5. : 0.902289146332
		6. : 0.97449070888
		7. : 0.98173896756
		8. : 0.98173896756
		9. : 0.986858289124
		10. : 1.
		11. : 1.
semimcfksp	2	
		1. : 0.157139105747
		2. : 0.303112270212
		3. : 0.57742024867
		4. : 0.640463485581
		5. : 0.799176472839
		6. : 0.888255345377
		7. : 0.893942337221
		8. : 0.89794964253
		9. : 0.898531410764
		10. : 0.900162446064
		11. : 0.900162446064
semimcfksp	3	
		1. : 0.159781465812
		2. : 0.303690297019
		3. : 0.583154290463
		4. : 0.644759221943
		5. : 0.853348083102
		6. : 0.939370602721
		7. : 0.947364911983
		8. : 0.952217789851
		9. : 0.952217789851
		10. : 0.952858351151
		11. : 0.954581181299
semimcfksp	4	
		1. : 0.16054232071
		2. : 0.301103005027
		3. : 0.581002519786
		4. : 0.643025793524
		5. : 0.86613331608
		6. : 0.953011398846
		7. : 0.960935186379
		8. : 0.965827883566
		9. : 0.965827883566
		10. : 0.966482443881
		11. : 0.968210852385
semimcfksp	5	
		1. : 0.140454164573
		2. : 0.291148489021
		3. : 0.577015302838
		4. : 0.632277097408
		5. : 0.858520045284
		6. : 0.950463468288
		7. : 0.963083199466
		8. : 0.967027883164
		9. : 0.968169137256
		10. : 0.968816220214
		11. : 0.970554999102
semimcfksp	6	
		1. : 0.140568338422
		2. : 0.292186958207
		3. : 0.577231467511
		4. : 0.632053317503
		5. : 0.861022456446
		6. : 0.952035411334
		7. : 0.964520692478
		8. : 0.968421516141
		9. : 0.96957302048
		10. : 0.970213296261
		11. : 0.971933783558
semimcfksp	7	
		1. : 0.1362742797
		2. : 0.290205644406
		3. : 0.584105520401
		4. : 0.638446633415
		5. : 0.866464662406
		6. : 0.94892258165
		7. : 0.960145669432
		8. : 0.963535170847
		9. : 0.965120175362
		10. : 0.966731046789
		11. : 0.966731046789
semimcfksp	8	
		1. : 0.135307506643
		2. : 0.288962319408
		3. : 0.577111335979
		4. : 0.63150460851
		5. : 0.861472288556
		6. : 0.951040973292
		7. : 0.963592962042
		8. : 0.967575397451
		9. : 0.968731432182
		10. : 0.969249213303
		11. : 0.970976469555
semimcfksp	9	
		1. : 0.13898143737
		2. : 0.287492610579
		3. : 0.576791828154
		4. : 0.633856611706
		5. : 0.857583075002
		6. : 0.945567343877
		7. : 0.956132229149
		8. : 0.959491874126
		9. : 0.960959065519
		10. : 0.962568860874
		11. : 0.962568860874
semimcfksp	10	
		1. : 0.137967798783
		2. : 0.286875196407
		3. : 0.577442134152
		4. : 0.63437942282
		5. : 0.849750471516
		6. : 0.936943843908
		7. : 0.947586781459
		8. : 0.951001305971
		9. : 0.952478405694
		10. : 0.954091310615
		11. : 0.954091310615
semimcfksp	11	
		1. : 0.147559828488
