#solver	iter	latency-throughput
		8. : 1.
mcf	9	
		1. : 0.248011272199
		2. : 0.452341900957
		3. : 0.564864443205
		4. : 0.628158590044
		5. : 0.715966303886
		6. : 0.865096496814
		7. : 0.964742747818
		8. : 0.996949341919
		9. : 1.
raeke	0	
		1. : 0.21763526978
		2. : 0.427353969727
		3. : 0.645923473972
		4. : 0.816266288499
		5. : 0.928162496978
		6. : 0.983528130869
		7. : 0.999320510421
		9. : 1.
raeke	1	
		1. : 0.216656142814
		2. : 0.422946450527
		3. : 0.639970531476
		4. : 0.808990761097
		5. : 0.92411760435
		6. : 0.982744111246
		7. : 0.999248003204
		9. : 1.
raeke	2	
		1. : 0.210899087572
		2. : 0.418233849179
		3. : 0.638986862526
		4. : 0.807913042392
		5. : 0.923680866338
		6. : 0.98178696054
		7. : 0.999322020911
		9. : 1.
raeke	3	
		1. : 0.219204994527
		2. : 0.428057166466
		3. : 0.643533961145
		4. : 0.808865130583
		5. : 0.924920457442
		6. : 0.982322253553
		7. : 0.999258181651
		9. : 1.
raeke	4	
		1. : 0.21904666784
		2. : 0.429570676961
		3. : 0.644896406988
		4. : 0.810639236699
		5. : 0.926160632885
		6. : 0.982592661617
		7. : 0.999239859742
		9. : 1.
raeke	5	
		1. : 0.214230444311
		2. : 0.424533461603
		3. : 0.645597111822
		4. : 0.8136752486
		5. : 0.926883439283
		6. : 0.982885250012
		7. : 0.999435189916
		9. : 1.
raeke	6	
		1. : 0.212316971225
		2. : 0.424907849196
		3. : 0.648104276887
		4. : 0.818276173892
		5. : 0.928974713088
		6. : 0.983555668712
		7. : 0.999465826432
		9. : 1.
raeke	7	
		1. : 0.211581242698
		2. : 0.420706958608
		3. : 0.6436831749
		4. : 0.814344760715
		5. : 0.926983062258
		6. : 0.983077636737
		7. : 0.99947237542
		9. : 1.
raeke	8	
		1. : 0.208615974922
		2. : 0.415859135094
		3. : 0.641664688506
		4. : 0.814497522886
		5. : 0.925991799131
		6. : 0.982547484244
		7. : 0.999491423761
		9. : 1.
raeke	9	
		1. : 0.217752563738
		2. : 0.424754457652
		3. : 0.641376612403
		4. : 0.810763297007
		5. : 0.9252285377
		6. : 0.983093586644
		7. : 0.999397861837
		9. : 1.
semimcfecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
semimcfecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
semimcfecmp	2	
		1. : 0.264411835017
		2. : 0.600398154146
		3. : 0.804752141086
		4. : 0.953786513135
		5. : 1.
semimcfecmp	3	
		1. : 0.273336133824
		2. : 0.613374627144
		3. : 0.803560486548
		4. : 0.951791009819
		5. : 1.
semimcfecmp	4	
		1. : 0.273763702931
		2. : 0.616219800345
		3. : 0.805203391502
		4. : 0.952024716991
		5. : 1.
semimcfecmp	5	
		1. : 0.269297874263
		2. : 0.610729308371
		3. : 0.811685866074
		4. : 0.953086559005
		5. : 1.
semimcfecmp	6	
		1. : 0.268067963625
		2. : 0.613706615915
		3. : 0.814636774305
		4. : 0.959275050759
		5. : 1.
semimcfecmp	7	
		1. : 0.266514081632
		2. : 0.606517723808
		3. : 0.809879395447
		4. : 0.957596604944
		5. : 1.
semimcfecmp	8	
		1. : 0.263257978597
		2. : 0.599286000542
		3. : 0.810797751825
		4. : 0.959934955164
		5. : 1.
semimcfecmp	9	
		1. : 0.272576327877
		2. : 0.609515800761
		3. : 0.803200707213
		4. : 0.952728814481
		5. : 1.
semimcfksp	0	
		1. : 0.184077987048
		2. : 0.437471165195
		3. : 0.629342298124
		4. : 0.84102845123
		5. : 0.983716713665
		6. : 1.
		7. : 1.
semimcfksp	1	
		1. : 0.231765281031
		2. : 0.473670985859
		3. : 0.678793162845
		4. : 0.893248917755
		5. : 0.98903650325
		6. : 0.99934804196
		7. : 1.
semimcfksp	2	
		1. : 0.196063437492
		2. : 0.422759075964
		3. : 0.624926692723
		4. : 0.832090029639
		5. : 0.972953048864
		6. : 1.
		7. : 1.
semimcfksp	3	
		1. : 0.215992573292
		2. : 0.451697972838
		3. : 0.635421602291
		4. : 0.826853212367
		5. : 0.974361743844
		6. : 1.
		7. : 1.
semimcfksp	4	
		1. : 0.200217670804
		2. : 0.454584320842
		3. : 0.631283759473
		4. : 0.843339849804
		5. : 0.985338336909
		6. : 1.
		7. : 1.
semimcfksp	5	
		1. : 0.186735583633
		2. : 0.448361546848
		3. : 0.647901999531
		4. : 0.827640096867
		5. : 0.984961363266
		6. : 1.
		7. : 1.
semimcfksp	6	
		1. : 0.218524852938
		2. : 0.489111053156
		3. : 0.690944887142
		4. : 0.861170174219
		5. : 0.964622569659
		6. : 1.
		7. : 1.
semimcfksp	7	
		1. : 0.206250996152
		2. : 0.435097841419
		3. : 0.650786103366
		4. : 0.859189560279
		5. : 0.982967730649
		6. : 0.999225939529
		7. : 1.
semimcfksp	8	
		1. : 0.226055252849
		2. : 0.466051677397
		3. : 0.696067389003
		4. : 0.844740510127
		5. : 0.978104394383
		6. : 0.999598661771
		7. : 1.
semimcfksp	9	
		1. : 0.185275283655
		2. : 0.436064595412
		3. : 0.62392488842
		4. : 0.848997792409
		5. : 0.9865499538
		6. : 1.
		7. : 1.
semimcfmcf	0	
		1. : 0.250237394853
		2. : 0.436677134587
		3. : 0.554312018174
		4. : 0.612459043798
		5. : 0.713569902633
		6. : 0.854354611472
		7. : 0.953645705578
		8. : 1.
semimcfmcf	1	
		1. : 0.248107739035
		2. : 0.439218323263
		3. : 0.549133799819
		4. : 0.607629635331
		5. : 0.708195097838
		6. : 0.85041470842
		7. : 0.950916174552
		8. : 1.
semimcfmcf	2	
		1. : 0.242131900763
		2. : 0.424998225865
		3. : 0.540023482916
		4. : 0.5952243567
		5. : 0.693038484576
		6. : 0.844105094169
		7. : 0.949862748077
		8. : 1.
semimcfmcf	3	
		1. : 0.252927454462
		2. : 0.451376569655
		3. : 0.553516329521
		4. : 0.607479461015
		5. : 0.703393701668
		6. : 0.84528592604
		7. : 0.949377640026
		8. : 1.
semimcfmcf	4	
		1. : 0.252475011627
		2. : 0.451806804829
		3. : 0.554717981402
		4. : 0.609281486105
		5. : 0.705742798062
		6. : 0.847535791049
		7. : 0.950575022795
		8. : 1.
semimcfmcf	5	
		1. : 0.247909802142
		2. : 0.435056856672
		3. : 0.542604179835
		4. : 0.597069128345
		5. : 0.695276870792
		6. : 0.841579868289
		7. : 0.951055988504
		8. : 1.
semimcfmcf	6	
		1. : 0.244733894899
		2. : 0.43624421467
		3. : 0.545838460078
		4. : 0.600803811078
		5. : 0.710133977741
		6. : 0.846090831876
		7. : 0.950427969725
		8. : 1.
semimcfmcf	7	
		1. : 0.245170945419
		2. : 0.427470049642
		3. : 0.538585588539
		4. : 0.594903637465
		5. : 0.694940358304
		6. : 0.840430670876
		7. : 0.948774049754
		8. : 1.
semimcfmcf	8	
		1. : 0.244639523072
		2. : 0.419904804035
		3. : 0.535187057655
		4. : 0.591770316416
		5. : 0.692180836879
		6. : 0.846219730574
		7. : 0.952579353853
		8. : 1.
semimcfmcf	9	
		1. : 0.254227703843
		2. : 0.436479441687
		3. : 0.547730109361
		4. : 0.60475377634
		5. : 0.701152738846
		6. : 0.850221204071
		7. : 0.951895588183
		8. : 1.
semimcfraeke	0	
		1. : 0.187314517248
		2. : 0.443595705202
		3. : 0.622819974832
		4. : 0.803290088249
		5. : 0.915140059114
		6. : 0.999415979433
		7. : 0.999415979433
		9. : 0.999415979433
		10. : 1.
semimcfraeke	1	
		1. : 0.203447825992
		2. : 0.456477284675
		3. : 0.638365241028
		4. : 0.873819294474
		5. : 0.960455091609
		6. : 0.995435242933
		7. : 0.995435242933
		9. : 0.995435242933
		10. : 1.
semimcfraeke	2	
		1. : 0.170987160863
		2. : 0.441032786306
		3. : 0.637259816498
		4. : 0.83882201595
		5. : 0.979171299816
		6. : 0.999451256973
		7. : 0.999451256973
		9. : 0.999451256973
		10. : 1.
semimcfraeke	3	
		1. : 0.187742115366
		2. : 0.46903600332
		3. : 0.653785340285
		4. : 0.844621932944
		5. : 0.980412281705
		6. : 0.999517116934
		7. : 0.999517116934
		9. : 0.999517116934
		10. : 1.
semimcfraeke	4	
		1. : 0.206222688622
		2. : 0.466216933386
		3. : 0.630201972889
		4. : 0.81498916715
		5. : 0.915652290927
		6. : 0.999520551594
		7. : 0.999520551594
		9. : 0.999520551594
		10. : 1.
semimcfraeke	5	
		1. : 0.190371971235
		2. : 0.460909109199
		3. : 0.648655660594
		4. : 0.80827560182
		5. : 0.923846153405
		6. : 0.999578770661
		7. : 0.999578770661
		9. : 0.999578770661
		10. : 1.
semimcfraeke	6	
		1. : 0.218524852938
		2. : 0.468241868642
		3. : 0.699746831718
		4. : 0.89890563054
		5. : 0.965660039339
		6. : 0.998519783651
		7. : 0.998519783651
		9. : 0.998519783651
		10. : 1.
semimcfraeke	7	
		1. : 0.204250374301
		2. : 0.426490329446
		3. : 0.650734677102
		4. : 0.833718689066
		5. : 0.942783104943
		6. : 0.997940541849
		7. : 0.998235633422
		9. : 0.998235633422
		10. : 1.
semimcfraeke	8	
		1. : 0.230081050854
		2. : 0.480621081596
		3. : 0.684207531325
		4. : 0.831415815504
		5. : 0.939108211824
		6. : 0.998100461393
		7. : 0.998870924392
		9. : 0.998870924392
		10. : 1.
semimcfraeke	9	
		1. : 0.199804164715
		2. : 0.463561256885
		3. : 0.651021511563
		4. : 0.831073630943
		5. : 0.949927702712
		6. : 0.999516680719
		7. : 0.999516680719
		9. : 0.999516680719
		10. : 1.
semimcfvlb	0	
		1. : 0.199001609673
		2. : 0.45611735208
		3. : 0.623744012131
		4. : 0.833739538087
		5. : 0.93166533015
		6. : 0.994522489682
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	1	
		1. : 0.23882388909
		2. : 0.463147343929
		3. : 0.651039235152
		4. : 0.83775211793
		5. : 0.950322190702
		6. : 0.988564259235
		7. : 0.988564259235
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	2	
		1. : 0.212735595158
		2. : 0.43334459213
		3. : 0.617023487748
		4. : 0.820489258996
		5. : 0.94704000233
		6. : 0.999714408649
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	3	
		1. : 0.230097354971
		2. : 0.468815861668
		3. : 0.638181569107
		4. : 0.823454715255
		5. : 0.948311665374
		6. : 0.999736860827
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	4	
		1. : 0.209609269641
		2. : 0.473140517834
		3. : 0.627567777389
		4. : 0.828365878214
		5. : 0.921262641294
		6. : 0.993613795436
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	5	
		1. : 0.196975534468
		2. : 0.475409757982
		3. : 0.644660313621
		4. : 0.836266493321
		5. : 0.924555050259
		6. : 0.993386930063
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	6	
		1. : 0.227248279632
		2. : 0.516133515285
		3. : 0.689845580658
		4. : 0.814055951984
		5. : 0.971346785497
		6. : 0.986141954884
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	7	
		1. : 0.19367186396
		2. : 0.428875991522
		3. : 0.602419405569
		4. : 0.825650972388
		5. : 0.943864583657
		6. : 0.990941776347
		7. : 0.990941776347
		8. : 0.991046774954
		9. : 1.
		10. : 1.
semimcfvlb	8	
		1. : 0.22705306309
		2. : 0.487248536795
		3. : 0.716226077329
		4. : 0.901591512501
		5. : 0.975713149918
		6. : 0.992853531956
		7. : 0.999921097006
		8. : 1.
		9. : 1.
		10. : 1.
semimcfvlb	9	
		1. : 0.200336136408
		2. : 0.445646608704
		3. : 0.628843423703
		4. : 0.845261940199
		5. : 0.951433449148
		6. : 0.999710435283
		7. : 1.
		8. : 1.
		9. : 1.
		10. : 1.
spf	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
spf	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
spf	2	
		1. : 0.264411835017
		2. : 0.600398154146
		3. : 0.804752141086
		4. : 0.953786513135
		5. : 1.
spf	3	
		1. : 0.273336133824
		2. : 0.613374627144
		3. : 0.803560486548
		4. : 0.951791009819
		5. : 1.
spf	4	
		1. : 0.273763702931
		2. : 0.616219800345
		3. : 0.805203391502
		4. : 0.952024716991
		5. : 1.
spf	5	
		1. : 0.269297874263
		2. : 0.610729308371
		3. : 0.811685866074
		4. : 0.953086559005
		5. : 1.
spf	6	
		1. : 0.268067963625
		2. : 0.613706615915
		3. : 0.814636774305
		4. : 0.959275050759
		5. : 1.
spf	7	
		1. : 0.266514081632
		2. : 0.606517723808
		3. : 0.809879395447
		4. : 0.957596604944
		5. : 1.
spf	8	
		1. : 0.263257978597
		2. : 0.599286000542
		3. : 0.810797751825
		4. : 0.959934955164
		5. : 1.
spf	9	
		1. : 0.272576327877
		2. : 0.609515800761
		3. : 0.803200707213
		4. : 0.952728814481
		5. : 1.
vlb	0	
		1. : 0.207730465369
		2. : 0.404708231499
		3. : 0.639674275017
		4. : 0.830899109862
		5. : 0.941300989064
		6. : 0.985167582284
		7. : 0.987820085524
		8. : 0.991409125971
		9. : 0.995967326631
		10. : 1.
vlb	1	
		1. : 0.202627295378
		2. : 0.391397157644
		3. : 0.620189870991
		4. : 0.816719141818
		5. : 0.926852713194
		6. : 0.980208458061
		7. : 0.98822265567
		8. : 0.991539159516
		9. : 1.
vlb	2	
		1. : 0.197299579617
		2. : 0.389356535132
		3. : 0.613956840689
		4. : 0.818935947588
		5. : 0.948321364302
		6. : 0.995087760379
		7. : 0.999779307131
		10. : 1.
vlb	3	
		1. : 0.207389205225
		2. : 0.396113173479
		3. : 0.624940515675
		4. : 0.835491650038
		5. : 0.947299679495
		6. : 0.988304146006
		7. : 0.992196172617
		8. : 0.995727993568
		9. : 1.
vlb	4	
		1. : 0.206714243294
		2. : 0.398966717292
		3. : 0.627398256362
		4. : 0.837129585953
		5. : 0.954238817597
		6. : 0.997351418942
		7. : 0.998991259649
		8. : 0.999812041059
		9. : 1.
vlb	5	
		1. : 0.204141997551
		2. : 0.401416941146
		3. : 0.638943283462
		4. : 0.843812409024
		5. : 0.949846649879
		6. : 0.985764104955
		7. : 0.990883439789
		8. : 0.99553116765
		9. : 0.996284961385
		10. : 1.
vlb	6	
		1. : 0.201608173509
		2. : 0.399477662682
		3. : 0.635897415242
		4. : 0.841536515764
		5. : 0.951690975515
		6. : 0.992344482595
		7. : 0.994342907946
		8. : 0.998963189679
		9. : 0.99992310139
		10. : 1.
vlb	7	
		1. : 0.200050294059
		2. : 0.396839982092
		3. : 0.64071958956
		4. : 0.848704370876
		5. : 0.951717343633
		6. : 0.989654845688
		7. : 0.99516619705
		8. : 0.998914287078
		9. : 1.
vlb	8	
		1. : 0.196795921498
		2. : 0.388393342432
		3. : 0.629081559962
		4. : 0.840854006221
		5. : 0.948147231055
		6. : 0.989642001619
		7. : 0.99493520578
		8. : 0.996524712743
		9. : 1.
vlb	9	
		1. : 0.202365334573
		2. : 0.396694789737
		3. : 0.638908284526
		4. : 0.847010977197
		5. : 0.945556279962
		6. : 0.985510419564
		7. : 0.993367918777
		8. : 0.996289371885
		9. : 1.

