#solver	iter	latency-throughput
		4. : 0.554776810371
		5. : 0.56881987344
ecmp	18	
		1. : 0.174614990907
		2. : 0.337795780948
		3. : 0.530681174046
		4. : 0.553292455628
		5. : 0.566942798425
ecmp	19	
		1. : 0.170904207802
		2. : 0.33379755807
		3. : 0.527660367814
		4. : 0.550427370133
		5. : 0.564085133539
ecmp	20	
		1. : 0.170492657624
		2. : 0.333339675197
		3. : 0.527299506367
		4. : 0.550256294453
		5. : 0.564198082302
ecmp	21	
		1. : 0.171644539397
		2. : 0.335678402527
		3. : 0.531000838571
		4. : 0.554165496028
		5. : 0.568183374785
ecmp	22	
		1. : 0.171786509579
		2. : 0.338398281198
		3. : 0.533352995547
		4. : 0.556342671596
		5. : 0.569884071875
ecmp	23	
		1. : 0.171359262515
		2. : 0.337948683094
		3. : 0.533123487667
		4. : 0.556014597603
		5. : 0.569594688835
ksp	0	
		1. : 0.0605558624246
		2. : 0.234532235584
		3. : 0.45185392382
		4. : 0.731292957199
		5. : 0.948427728814
		6. : 0.989966515566
		7. : 1.
ksp	1	
		1. : 0.0608981762606
		2. : 0.234483357222
		3. : 0.450257996827
		4. : 0.729830278943
		5. : 0.947954646643
		6. : 0.989671403152
		7. : 1.
ksp	2	
		1. : 0.0937893058211
		2. : 0.180811019463
		3. : 0.452095429344
		4. : 0.615409967158
		5. : 0.882060388711
		6. : 0.901177116063
		7. : 0.912228574059
ksp	3	
		1. : 0.0940798179205
		2. : 0.181245003699
		3. : 0.454209262134
		4. : 0.619619153028
		5. : 0.881808549909
		6. : 0.902832564614
		7. : 0.913673740998
ksp	4	
		1. : 0.0944228062801
		2. : 0.180253164485
		3. : 0.453699021485
		4. : 0.618995337716
		5. : 0.881029694176
		6. : 0.902310259604
		7. : 0.912891985099
ksp	5	
		1. : 0.0923143933767
		2. : 0.179386989097
		3. : 0.451972344946
		4. : 0.616625717414
		5. : 0.880404898415
		6. : 0.901107877685
		7. : 0.912886692692
ksp	6	
		1. : 0.0919118385141
		2. : 0.179114711123
		3. : 0.45112919995
		4. : 0.615775140309
		5. : 0.88115351027
		6. : 0.901714560461
		7. : 0.913608250975
ksp	7	
		1. : 0.0909807685249
		2. : 0.178341805447
		3. : 0.449783038568
		4. : 0.613212315178
		5. : 0.881056409591
		6. : 0.90074164159
		7. : 0.912733563895
ksp	8	
		1. : 0.0903969267515
		2. : 0.178416949985
		3. : 0.449861275025
		4. : 0.613587628666
		5. : 0.881482648849
		6. : 0.900910795916
		7. : 0.912852974801
ksp	9	
		1. : 0.09162419392
		2. : 0.177841679478
		3. : 0.450841914914
		4. : 0.613782503927
		5. : 0.880991868776
		6. : 0.90128896486
		7. : 0.912020538822
ksp	10	
		1. : 0.0917459661228
		2. : 0.177985829449
		3. : 0.451377565193
		4. : 0.613593556991
		5. : 0.881376218552
		6. : 0.901117774383
		7. : 0.911870078024
ksp	11	
		1. : 0.0916348879305
		2. : 0.178361712622
		3. : 0.450673989494
		4. : 0.614141325992
		5. : 0.881247363939
		6. : 0.901011167865
		7. : 0.912177152889
ksp	12	
		1. : 0.0913881074768
		2. : 0.17869509343
		3. : 0.451085233989
		4. : 0.615305506532
		5. : 0.881188327183
		6. : 0.90095600724
		7. : 0.912065773651
ksp	13	
		1. : 0.0928185302685
		2. : 0.178337676594
		3. : 0.45146817284
		4. : 0.615089240555
		5. : 0.880594985188
		6. : 0.901557137005
		7. : 0.912693813071
ksp	14	
		1. : 0.0924000502258
		2. : 0.179791413372
		3. : 0.452006772641
		4. : 0.617997625697
		5. : 0.881210109539
		6. : 0.902060406706
		7. : 0.913041539006
ksp	15	
		1. : 0.0926767832896
		2. : 0.180491340456
		3. : 0.453613297654
		4. : 0.619148793506
		5. : 0.883543302603
		6. : 0.903743823222
		7. : 0.914771543289
ksp	16	
		1. : 0.0928729891036
		2. : 0.179044497929
		3. : 0.453286300156
		4. : 0.617815853163
		5. : 0.882628970047
		6. : 0.902958594866
		7. : 0.914079986103
ksp	17	
		1. : 0.0928671545411
		2. : 0.179036644273
		3. : 0.453409127664
		4. : 0.617945635759
		5. : 0.882799386788
		6. : 0.903141789789
		7. : 0.914270202007
ksp	18	
		1. : 0.0927396338902
		2. : 0.178276970543
		3. : 0.453157571076
		4. : 0.616309672401
		5. : 0.882646842932
		6. : 0.90299675301
		7. : 0.914209398637
ksp	19	
		1. : 0.0917965194887
		2. : 0.177269745884
		3. : 0.451844561687
		4. : 0.614316681739
		5. : 0.882446736491
		6. : 0.902333029964
		7. : 0.913442330984
ksp	20	
		1. : 0.0916184501409
		2. : 0.177137741385
		3. : 0.451245676234
		4. : 0.613493501834
		5. : 0.882072565504
		6. : 0.902019631731
		7. : 0.913655847335
ksp	21	
		1. : 0.0920249816373
		2. : 0.178226441584
		3. : 0.45232722381
		4. : 0.615189878001
		5. : 0.882734613582
		6. : 0.902674133484
		7. : 0.914258728948
ksp	22	
		1. : 0.0920576183353
		2. : 0.180093374479
		3. : 0.454420004401
		4. : 0.617258871961
		5. : 0.883831693306
		6. : 0.903624597738
		7. : 0.91442139399
ksp	23	
		1. : 0.091986175408
		2. : 0.179912133405
		3. : 0.454555726887
		4. : 0.617517318835
		5. : 0.883618967197
		6. : 0.903399381113
		7. : 0.91422702634
mcf	0	
		1. : 0.16041892592
		2. : 0.397848025027
		3. : 0.634424624503
		4. : 0.727223498552
		5. : 0.76100802013
		6. : 0.874674675635
		7. : 0.981376691243
		8. : 0.993180763307
		9. : 1.
mcf	1	
		1. : 0.142775860252
		2. : 0.363272036611
		3. : 0.656570281778
		4. : 0.698541410395
		5. : 0.763338941571
		6. : 0.882507777846
		7. : 0.907571025162
		8. : 1.
mcf	2	
		1. : 0.154962569059
		2. : 0.241036128038
		3. : 0.489024827287
		4. : 0.530373431262
		5. : 0.55028481592
		6. : 0.629801554961
		7. : 0.709031020958
		8. : 0.712103881076
		9. : 0.71914325424
mcf	3	
		1. : 0.0851306527586
		2. : 0.192039853764
		3. : 0.349943514222
		4. : 0.411766991681
		5. : 0.560828802205
		6. : 0.605013651861
		7. : 0.673511376019
		8. : 0.673745679784
		9. : 0.791795572804
mcf	4	
		1. : 0.137637502925
		2. : 0.247428640023
		3. : 0.521113639829
		4. : 0.566759949686
		5. : 0.630719226911
		6. : 0.681185437328
		7. : 0.711762023836
		8. : 0.713284064432
mcf	5	
		1. : 0.155130784125
		2. : 0.244545228323
		3. : 0.491854775846
		4. : 0.529009965999
		5. : 0.554041042744
		6. : 0.630122138847
		7. : 0.707050928395
		8. : 0.71221891694
		9. : 0.719187272504
mcf	6	
		1. : 0.0967620472767
		2. : 0.194192778031
		3. : 0.484455573284
		4. : 0.541133707223
		5. : 0.623163203499
		6. : 0.675682797548
		7. : 0.695940428446
		8. : 0.702336505284
		9. : 0.709231555203
mcf	7	
		1. : 0.0984589352446
		2. : 0.193734474155
		3. : 0.487143225361
		4. : 0.545672559578
		5. : 0.621718013063
		6. : 0.675509995123
		7. : 0.695543432841
		8. : 0.697305421585
		9. : 0.704257769639
mcf	8	
		1. : 0.0938841030374
		2. : 0.190247598019
		3. : 0.483873186469
		4. : 0.542082165781
		5. : 0.619064223615
		6. : 0.671854877457
		7. : 0.695579025825
		8. : 0.702296865801
		9. : 0.709219043084
mcf	9	
		1. : 0.133866807958
		2. : 0.243401457668
		3. : 0.535439260013
		4. : 0.580576981676
		5. : 0.638122367039
		6. : 0.689863997678
		7. : 0.721010092614
		8. : 0.722221043626
mcf	10	
		1. : 0.15287191873
		2. : 0.237425330456
		3. : 0.487888528419
		4. : 0.527886890959
		5. : 0.549912706629
		6. : 0.628035861824
		7. : 0.705006350951
		8. : 0.710738696586
		9. : 0.717699820982
mcf	11	
		1. : 0.152854455353
		2. : 0.238607185473
		3. : 0.488738443012
		4. : 0.52894186557
		5. : 0.549433926333
		6. : 0.627958842973
		7. : 0.70532828161
		8. : 0.711959200295
		9. : 0.718892125531
mcf	12	
		1. : 0.151876197675
		2. : 0.240934279668
		3. : 0.491260469621
		4. : 0.532811085821
		5. : 0.553488875084
		6. : 0.631617754716
		7. : 0.708588920894
		8. : 0.712875378369
		9. : 0.719773397643
mcf	13	
		1. : 0.12696218926
		2. : 0.248615449742
		3. : 0.525983190637
		4. : 0.555933025687
		5. : 0.61903941827
		6. : 0.673714319582
		7. : 0.697439547353
		8. : 0.698598842677
mcf	14	
		1. : 0.134363891194
		2. : 0.243728487478
		3. : 0.517838151056
		4. : 0.553397054632
		5. : 0.616806872213
		6. : 0.675978581051
		7. : 0.696800827611
		8. : 0.698229973989
mcf	15	
		1. : 0.156691449049
		2. : 0.246344562712
		3. : 0.494493398696
		4. : 0.541159031243
		5. : 0.561630036443
		6. : 0.637002005041
		7. : 0.713251257476
		8. : 0.713720741158
		9. : 0.720567657583
mcf	16	
		1. : 0.15608005497
		2. : 0.243784935888
		3. : 0.49404838063
		4. : 0.533190908063
		5. : 0.553669728699
		6. : 0.628245269819
		7. : 0.708045275167
		8. : 0.712146068506
		9. : 0.719051143705
mcf	17	
		1. : 0.156586854451
		2. : 0.245459855688
		3. : 0.494886958201
		4. : 0.533260926358
		5. : 0.566647419255
		6. : 0.642659416212
		7. : 0.71932367707
		8. : 0.723455626438
		9. : 0.730365060839
mcf	18	
		1. : 0.134783165192
		2. : 0.241825774489
		3. : 0.536015662647
		4. : 0.580641277053
		5. : 0.626169456219
		6. : 0.677622919682
		7. : 0.709231516847
		8. : 0.715486849195
mcf	19	
		1. : 0.153416201198
		2. : 0.239017855732
		3. : 0.490173887272
		4. : 0.527934519027
		5. : 0.548962483599
		6. : 0.625084782845
		7. : 0.70306052922
		8. : 0.713989235781
		9. : 0.720880294301
mcf	20	
		1. : 0.0965822132142
		2. : 0.19058863192
		3. : 0.487545247175
		4. : 0.544461318849
		5. : 0.624361512662
		6. : 0.675142233077
		7. : 0.69395710623
		8. : 0.695747806146
		9. : 0.702618463918
mcf	21	
		1. : 0.153954249379
		2. : 0.240092030148
		3. : 0.490658916347
		4. : 0.530676190764
		5. : 0.552345823593
		6. : 0.628346071871
		7. : 0.706443984728
		8. : 0.715600391308
		9. : 0.723018714611
mcf	22	
		1. : 0.153721884832
		2. : 0.23912387471
		3. : 0.489377672932
		4. : 0.531717883325
		5. : 0.553051189734
		6. : 0.633716539647
		7. : 0.711716387457
		8. : 0.712213617329
		9. : 0.719620395451
mcf	23	
		1. : 0.15292246417
		2. : 0.239475170042
		3. : 0.490791852671
		4. : 0.531765534691
		5. : 0.552396459155
		6. : 0.631082410643
		7. : 0.711428487922
		8. : 0.716939416595
		9. : 0.723477972453
raeke	0	
		1. : 0.132094697519
		2. : 0.419101910869
		3. : 0.665384505209
		4. : 0.829398037574
		5. : 0.960306522566
		6. : 0.991034551445
		7. : 1.
raeke	1	
		1. : 0.131959551031
		2. : 0.418348512151
		3. : 0.663470816031
		4. : 0.828661500503
		5. : 0.959879413008
		6. : 0.990946640393
		7. : 1.
raeke	2	
		1. : 0.1414538691
		2. : 0.268535559975
		3. : 0.556476526237
		4. : 0.667463959774
		5. : 0.89910593506
		6. : 0.958137961866
		7. : 0.978698761492
raeke	3	
		1. : 0.14440594363
		2. : 0.271940717772
		3. : 0.559938840256
		4. : 0.672171930183
		5. : 0.899796858721
		6. : 0.95771746421
		7. : 0.978879375632
raeke	4	
		1. : 0.145123252395
		2. : 0.270344497685
		3. : 0.558672076835
		4. : 0.670921177683
		5. : 0.898875728081
		6. : 0.957250460886
		7. : 0.978777321343
raeke	5	
		1. : 0.141080529633
		2. : 0.269176825169
		3. : 0.557086186942
		4. : 0.668694034658
		5. : 0.898836890813
		6. : 0.957466463764
		7. : 0.978733896961
raeke	6	
		1. : 0.140842391234
		2. : 0.269350658748
		3. : 0.556702066648
		4. : 0.668069869444
		5. : 0.899665692808
		6. : 0.957684297325
		7. : 0.978735839587
raeke	7	
		1. : 0.137563321342
		2. : 0.266084267487
		3. : 0.554459169966
		4. : 0.665070035185
		5. : 0.898701162512
		6. : 0.957196351469
		7. : 0.978598134526
raeke	8	
		1. : 0.136687966187
		2. : 0.266131000167
		3. : 0.555026590133
		4. : 0.665392370839
		5. : 0.898851262783
		6. : 0.957353509231
		7. : 0.978665701414
raeke	9	
		1. : 0.139363716822
		2. : 0.265416123033
		3. : 0.555356557254
		4. : 0.664823177162
		5. : 0.897659493282
		6. : 0.956927472032
		7. : 0.978542383967
raeke	10	
		1. : 0.138627703149
		2. : 0.26465584909
		3. : 0.555470438724
		4. : 0.664502619595
		5. : 0.89776040326
		6. : 0.957154161357
		7. : 0.978533681839
raeke	11	
		1. : 0.138215365791
		2. : 0.265093419564
		3. : 0.554786874272
		4. : 0.665175052973
		5. : 0.898030214149
		6. : 0.95726436368
		7. : 0.978588980582
raeke	12	
		1. : 0.137915917479
		2. : 0.265482574821
		3. : 0.55504830614
		4. : 0.666178270256
		5. : 0.897871849019
		6. : 0.957209290776
		7. : 0.978672556838
raeke	13	
		1. : 0.141594127092
		2. : 0.266985175711
		3. : 0.556306968082
		4. : 0.666940247331
		5. : 0.898568133843
		6. : 0.957483804229
		7. : 0.978623713196
raeke	14	
		1. : 0.141030879725
		2. : 0.268816388004
		3. : 0.556871050303
		4. : 0.669678139744
		5. : 0.898879393239
		6. : 0.957610709691
		7. : 0.978816267354
raeke	15	
		1. : 0.14155114609
		2. : 0.270219318918
		3. : 0.559351228308
		4. : 0.670567542422
		5. : 0.900787153885
		6. : 0.957631943179
		7. : 0.978927211861
raeke	16	
		1. : 0.141624893998
		2. : 0.267599077791
		3. : 0.557896773334
		4. : 0.668838577123
		5. : 0.900009860292
		6. : 0.957309549445
		7. : 0.978774166339
raeke	17	
		1. : 0.141572646737
		2. : 0.267573547809
		3. : 0.558008891094
		4. : 0.668933353778
		5. : 0.900200740428
		6. : 0.957403146251
		7. : 0.978775638236
raeke	18	
		1. : 0.141622056396
		2. : 0.266955809945
		3. : 0.558108022487
		4. : 0.667601414941
		5. : 0.900222895535
		6. : 0.957384662131
		7. : 0.978676872912
raeke	19	
		1. : 0.13868907313
		2. : 0.263888622338
		3. : 0.555891850201
		4. : 0.665180118767
		5. : 0.899400533652
		6. : 0.957071488602
		7. : 0.978527860307
raeke	20	
		1. : 0.138372617929
		2. : 0.263583831518
		3. : 0.555251547442
		4. : 0.6644601514
		5. : 0.899450509938
		6. : 0.95702970897
		7. : 0.978520627296
raeke	21	
		1. : 0.13918843413
		2. : 0.265386269264
		3. : 0.557160144727
		4. : 0.666597222853
		5. : 0.900064746766
		6. : 0.957290747348
		7. : 0.978706137351
raeke	22	
		1. : 0.139265888577
		2. : 0.268074044077
		3. : 0.559866790716
		4. : 0.669136525542
		5. : 0.900503325327
		6. : 0.957557876792
		7. : 0.978806946594
raeke	23	
		1. : 0.139032082167
		2. : 0.267720604879
		3. : 0.559887449676
		4. : 0.669208355018
		5. : 0.900334667365
		6. : 0.95749937706
		7. : 0.978794790376
semimcfecmp	0	
		1. : 0.178406510936
		2. : 0.647752571109
		3. : 0.887069419925
		4. : 0.93912374185
		5. : 1.
semimcfecmp	1	
		1. : 0.178757795664
		2. : 0.646273636836
		3. : 0.884881771424
		4. : 0.93922327362
		5. : 1.
semimcfecmp	2	
		1. : 0.174733632032
		2. : 0.339696213175
		3. : 0.529598661679
		4. : 0.553023208354
		5. : 0.567417851558
semimcfecmp	3	
		1. : 0.178630636578
		2. : 0.344657967062
		3. : 0.533403594001
		4. : 0.556810277219
		5. : 0.570650355633
semimcfecmp	4	
		1. : 0.179430292648
		2. : 0.34261505349
		3. : 0.531521358206
		4. : 0.554862629733
		5. : 0.568584436929
semimcfecmp	5	
		1. : 0.173923040264
		2. : 0.341330171934
		3. : 0.530148972467
		4. : 0.553539937889
		5. : 0.567615049494
semimcfecmp	6	
		1. : 0.173795479963
		2. : 0.341926912752
		3. : 0.530959703171
		4. : 0.554157598535
		5. : 0.568151509611
semimcfecmp	7	
		1. : 0.169846796824
		2. : 0.337661278441
		3. : 0.528087706176
		4. : 0.551393465334
		5. : 0.565679140525
semimcfecmp	8	
		1. : 0.168697911017
		2. : 0.337453975385
		3. : 0.529361742956
		4. : 0.552598058283
		5. : 0.566994205147
semimcfecmp	9	
		1. : 0.172021613571
		2. : 0.335806730911
		3. : 0.527784233261
		4. : 0.551128945677
		5. : 0.564872059023
semimcfecmp	10	
		1. : 0.170931934885
		2. : 0.334497236148
		3. : 0.527619019816
		4. : 0.55108891051
		5. : 0.564858570785
semimcfecmp	11	
		1. : 0.170493012485
		2. : 0.335725969078
		3. : 0.527847475055
		4. : 0.551563318973
		5. : 0.565815951466
semimcfecmp	12	
		1. : 0.170221492753
		2. : 0.336779649631
		3. : 0.529462044611
		4. : 0.5532414992
		5. : 0.567599148195
semimcfecmp	13	
		1. : 0.174643241306
		2. : 0.337930399066
		3. : 0.529180852073
		4. : 0.553056122904
		5. : 0.56674510572
semimcfecmp	14	
		1. : 0.174109528329
		2. : 0.341109646702
		3. : 0.532307933526
		4. : 0.556197491459
		5. : 0.570327801758
semimcfecmp	15	
		1. : 0.174860430862
		2. : 0.34344548575
		3. : 0.534725300364
		4. : 0.557924314764
		5. : 0.57183841921
semimcfecmp	16	
		1. : 0.174692118391
		2. : 0.339255755353
		3. : 0.532029575263
		4. : 0.554805342891
		5. : 0.568837635906
semimcfecmp	17	
		1. : 0.174609005257
		2. : 0.33923293574
		3. : 0.532077482269
		4. : 0.554776810371
		5. : 0.568809562933
semimcfecmp	18	
		1. : 0.174614990907
		2. : 0.337795780948
		3. : 0.530681174046
		4. : 0.553292455628
		5. : 0.56693425665
semimcfecmp	19	
		1. : 0.170904207802
		2. : 0.33379755807
		3. : 0.527660367814
		4. : 0.550427370133
		5. : 0.564116977895
semimcfecmp	20	
		1. : 0.170492657624
		2. : 0.333339675197
		3. : 0.527299506367
		4. : 0.550256294453
		5. : 0.564229832385
semimcfecmp	21	
		1. : 0.171644539397
		2. : 0.335678402527
		3. : 0.531000838571
		4. : 0.554165496028
		5. : 0.568215312662
semimcfecmp	22	
		1. : 0.171786509579
		2. : 0.338398281198
		3. : 0.533352995547
		4. : 0.556342671596
		5. : 0.569915960047
semimcfecmp	23	
		1. : 0.171359262515
		2. : 0.337948683094
		3. : 0.533123487667
		4. : 0.556014597603
		5. : 0.569626668119
semimcfksp	0	
		1. : 0.146124912465
		2. : 0.469153952518
		3. : 0.703855777427
		4. : 0.768077962963
		5. : 0.995141818725
		6. : 1.
		7. : 1.
semimcfksp	1	
		1. : 0.153608477582
		2. : 0.475393182586
		3. : 0.777911271029
		4. : 0.851019703857
		5. : 0.974975036518
		6. : 0.986858289124
		7. : 1.
semimcfksp	2	
		1. : 0.157891053783
		2. : 0.312524989529
		3. : 0.615781671928
		4. : 0.67561799543
		5. : 0.902727903175
		6. : 0.914152454265
		7. : 0.915407096803
semimcfksp	3	
		1. : 0.157531048322
		2. : 0.311441021947
		3. : 0.608912293066
		4. : 0.687659653798
		5. : 0.910368152889
		6. : 0.916805477749
		7. : 0.916805477749
semimcfksp	4	
		1. : 0.156436650479
		2. : 0.30545860033
		3. : 0.596911259296
		4. : 0.674063319574
		5. : 0.909460405922
		6. : 0.915676684654
		7. : 0.915676684654
semimcfksp	5	
		1. : 0.158503339164
		2. : 0.314058891974
		3. : 0.620683237118
		4. : 0.682522454006
		5. : 0.903378153108
		6. : 0.915164411549
		7. : 0.915164411549
semimcfksp	6	
		1. : 0.158467460609
		2. : 0.314856217733
		3. : 0.620537128452
		4. : 0.681870863265
		5. : 0.904170072133
		6. : 0.915858301313
		7. : 0.915858301313
semimcfksp	7	
		1. : 0.158784654396
		2. : 0.315694190288
		3. : 0.615353912962
		4. : 0.679103806265
		5. : 0.904198507991
		6. : 0.916680067863
		7. : 0.91791919973
semimcfksp	8	
		1. : 0.157190653016
		2. : 0.316121579386
		3. : 0.622326051642
		4. : 0.687401683805
		5. : 0.902864262448
		6. : 0.915273750943
		7. : 0.915273750943
semimcfksp	9	
		1. : 0.160217810427
		2. : 0.312142655274
		3. : 0.618650340745
		4. : 0.683492226508
		5. : 0.901201109027
		6. : 0.914195262358
		7. : 0.915433566478
semimcfksp	10	
		1. : 0.159261609237
		2. : 0.311525127839
		3. : 0.618831462958
		4. : 0.683576909615
		5. : 0.901522353043
		6. : 0.913995442719
		7. : 0.915236138813
semimcfksp	11	
		1. : 0.148628624616
		2. : 0.304215596379
		3. : 0.613051474318
		4. : 0.67916700988
		5. : 0.904136785162
		6. : 0.913353039834
		7. : 0.914588709931
semimcfksp	12	
		1. : 0.148173954151
		2. : 0.30576909775
		3. : 0.616131913585
		4. : 0.682514683716
		5. : 0.905003348977
		6. : 0.914136026828
		7. : 0.914136026828
semimcfksp	13	
		1. : 0.159106598946
		2. : 0.309796180946
		3. : 0.616784461079
		4. : 0.677663382043
		5. : 0.90394736719
		6. : 0.915868588203
		7. : 0.915868588203
semimcfksp	14	
		1. : 0.152152098498
		2. : 0.307590940166
		3. : 0.616403778471
		4. : 0.684831087641
		5. : 0.90437562355
		6. : 0.915337073784
		7. : 0.915337073784
semimcfksp	15	
		1. : 0.152351176557
		2. : 0.311415284138
		3. : 0.619912630124
		4. : 0.685973147091
		5. : 0.907398259851
		6. : 0.916794429989
		7. : 0.916794429989
semimcfksp	16	
		1. : 0.153304160996
		2. : 0.30838103265
		3. : 0.619307715281
		4. : 0.685092898501
		5. : 0.906635987397
		6. : 0.916109171185
		7. : 0.916109171185
semimcfksp	17	
		1. : 0.153379586174
		2. : 0.308416865896
		3. : 0.619519634916
		4. : 0.685274185515
		5. : 0.906819454927
		6. : 0.916298619175
		7. : 0.916298619175
semimcfksp	18	
		1. : 0.161900417124
		2. : 0.307710755212
		3. : 0.618368041981
		4. : 0.67682762676
		5. : 0.90632335603
		6. : 0.917274822535
		7. : 0.917274822535
semimcfksp	19	
		1. : 0.16024881338
		2. : 0.312545918577
		3. : 0.62102093937
		4. : 0.684708667742
		5. : 0.901990394838
		6. : 0.914862087257
		7. : 0.916071230055
semimcfksp	20	
		1. : 0.159867706062
		2. : 0.312144915109
		3. : 0.620138904615
		4. : 0.683809022958
		5. : 0.901865195964
		6. : 0.914968132212
		7. : 0.916289299614
semimcfksp	21	
		1. : 0.160798658887
		2. : 0.31413079895
		3. : 0.622196116803
		4. : 0.685881872725
		5. : 0.902523361855
		6. : 0.915540285341
		7. : 0.916844347327
semimcfksp	22	
		1. : 0.147776354512
		2. : 0.302640685462
		3. : 0.608771241709
		4. : 0.686180407174
		5. : 0.910017084959
		6. : 0.915455885474
		7. : 0.916598959453
semimcfksp	23	
		1. : 0.147981665142
		2. : 0.302696316861
		3. : 0.609105686381
		4. : 0.686347355739
		5. : 0.909791494404
		6. : 0.915244638156
		7. : 0.916390978166
semimcfmcf	0	
		1. : 0.16041892592
		2. : 0.397848025027
		3. : 0.634424624503
		4. : 0.727223498552
		5. : 0.76100802013
		6. : 0.874674675635
		7. : 0.981376691243
		8. : 0.993180763307
		9. : 1.
semimcfmcf	1	
		1. : 0.159634747338
		2. : 0.39387528665
		3. : 0.627182575238
		4. : 0.721441591553
		5. : 0.756433904566
		6. : 0.870401352553
		7. : 0.978972373432
		8. : 0.992629075024
		9. : 1.
semimcfmcf	2	
		1. : 0.155524168627
		2. : 0.241455805257
		3. : 0.48724000776
		4. : 0.531577115414
		5. : 0.553052416849
		6. : 0.634795228627
		7. : 0.711199453768
		8. : 0.7156605383
		9. : 0.722699911464
semimcfmcf	3	
		1. : 0.159170665018
		2. : 0.2464725663
		3. : 0.492020512508
		4. : 0.536026222599
		5. : 0.558280237377
		6. : 0.63883635656
		7. : 0.713871529328
		8. : 0.719475103201
		9. : 0.726379542365
semimcfmcf	4	
		1. : 0.160104193322
		2. : 0.246760679816
		3. : 0.49295091931
		4. : 0.536272472716
		5. : 0.55885821341
		6. : 0.637553792966
		7. : 0.712303254678
		8. : 0.718195859958
		9. : 0.72512265502
semimcfmcf	5	
		1. : 0.155798172597
		2. : 0.245536191951
		3. : 0.491150403446
		4. : 0.53266698049
		5. : 0.555189457515
		6. : 0.633779153338
		7. : 0.711016922763
		8. : 0.716807810728
		9. : 0.723776166292
semimcfmcf	6	
		1. : 0.155836726366
		2. : 0.245870248749
		3. : 0.490186855013
		4. : 0.531903243792
		5. : 0.554237311113
		6. : 0.632635665375
		7. : 0.71019029034
		8. : 0.715931305047
		9. : 0.722826354967
semimcfmcf	7	
		1. : 0.151534796643
		2. : 0.240951592152
		3. : 0.48719692028
		4. : 0.52946511654
		5. : 0.551776414079
		6. : 0.631365178733
		7. : 0.709576571241
		8. : 0.71541674673
		9. : 0.722369094784
semimcfmcf	8	
		1. : 0.150538497443
		2. : 0.240388220903
		3. : 0.487902719816
		4. : 0.530215214872
		5. : 0.553441637084
		6. : 0.632344479221
		7. : 0.710216461493
		8. : 0.715960652694
		9. : 0.722882829977
semimcfmcf	9	
		1. : 0.153941554345
		2. : 0.240082178282
		3. : 0.488584156047
		4. : 0.531378994996
		5. : 0.55419620007
		6. : 0.633272957644
		7. : 0.709237215993
		8. : 0.715497999406
		9. : 0.722445703248
semimcfmcf	10	
		1. : 0.15287191873
		2. : 0.238624297116
		3. : 0.487386907392
		4. : 0.530355423078
		5. : 0.553083956
		6. : 0.632264423058
		7. : 0.709528767319
		8. : 0.715497276437
		9. : 0.722458400834
semimcfmcf	11	
		1. : 0.152854455353
		2. : 0.240363026251
		3. : 0.487615276428
