# solver	iter	edge-exp-congestion
		(s9,s3) : 0.117224960722
		(s9,s12) : 0.102505210569
		(s9,h9) : 0.00698212051248
		(s10,s4) : 0.0451997365452
		(s10,s8) : 0.227324430689
		(s10,s11) : 0.195847652612
		(s10,h10) : 0.0186671689826
		(s11,s4) : 0.252512568752
		(s11,s10) : 0.136596548919
		(s11,h11) : 0.0613341500797
		(s12,s2) : 0.256348890001
		(s12,s9) : 0.0976930927355
		(s12,h12) : 0.188738129032
		(h1,s1) : 0.0141968865449
		(h2,s2) : 0.0042352643368
		(h3,s3) : 0.000755898153101
		(h4,s4) : 0.00926814334774
		(h5,s5) : 0.204432399109
		(h6,s6) : 0.110432464935
		(h7,s7) : 0.0303499160726
		(h8,s8) : 0.00424980250707
		(h9,s9) : 0.0158698580706
		(h10,s10) : 0.017437663032
		(h11,s11) : 0.0389109117671
		(h12,s12) : 0.029408682398
ecmp	2	
		(s1,s2) : 0.134281815281
		(s1,h1) : 0.0169614001501
		(s2,s1) : 0.169614001501
		(s2,s5) : 0.243916710838
		(s2,s6) : 0.282067533675
		(s2,s12) : 1.84304393532
		(s2,h2) : 0.0132331485914
		(s3,s6) : 0.0471249801786
		(s3,s9) : 0.0326379485065
		(s3,h3) : 0.0556372485751
		(s4,s7) : 0.331667729975
		(s4,s10) : 0.0691208121072
		(s4,s11) : 0.417248550293
		(s4,h4) : 0.0147614719824
		(s5,s2) : 1.48767056963
		(s5,s7) : 0.501840523903
		(s5,s8) : 0.679761179385
		(s5,h5) : 0.00453247718526
		(s6,s2) : 0.765758108651
		(s6,s3) : 0.511453810475
		(s6,s7) : 0.417740323625
		(s6,h6) : 0.0254231680971
		(s7,s4) : 0.584551534401
		(s7,s5) : 0.25345950293
		(s7,s6) : 0.517396214564
		(s7,h7) : 0.0199027237862
		(s8,s5) : 0.175053949711
		(s8,s10) : 0.272894395349
		(s8,h8) : 0.0491245584034
		(s9,s3) : 0.119444429644
		(s9,s12) : 0.10968951261
		(s9,h9) : 0.0070683232001
		(s10,s4) : 0.0427472617192
		(s10,s8) : 0.220046523645
		(s10,s11) : 0.193328961573
		(s10,h10) : 0.0186309221008
		(s11,s4) : 0.251169146526
		(s11,s10) : 0.136068598872
		(s11,h11) : 0.0610577511866
		(s12,s2) : 0.243609655125
		(s12,s9) : 0.094762613354
		(s12,h12) : 0.189064395308
		(h1,s1) : 0.0134281815281
		(h2,s2) : 0.00396535185636
		(h3,s3) : 0.00052371743179
		(h4,s4) : 0.00871838695529
		(h5,s5) : 0.204216688129
		(h6,s6) : 0.110259519531
		(h7,s7) : 0.0303185912255
		(h8,s8) : 0.00393862260639
		(h9,s9) : 0.0172416612394
		(h10,s10) : 0.0164348161617
		(h11,s11) : 0.0387237745398
		(h12,s12) : 0.0276282773621
ecmp	3	
		(s1,s2) : 0.117805485632
		(s1,h1) : 0.0148136709809
		(s2,s1) : 0.148136709809
		(s2,s5) : 0.220040587581
		(s2,s6) : 0.249673023421
		(s2,s12) : 1.61455153509
		(s2,h2) : 0.0115311197355
		(s3,s6) : 0.0399498210937
		(s3,s9) : 0.0286039563949
		(s3,h3) : 0.0484064758136
		(s4,s7) : 0.294177607627
		(s4,s10) : 0.0616582869445
		(s4,s11) : 0.36410148188
		(s4,h4) : 0.0128890509356
		(s5,s2) : 1.29494512722
		(s5,s7) : 0.457107761559
		(s5,s8) : 0.593492679548
		(s5,h5) : 0.00469963966255
		(s6,s2) : 0.676275752159
		(s6,s3) : 0.446713808313
		(s6,s7) : 0.383391695855
		(s6,h6) : 0.0221013555609
		(s7,s4) : 0.511409140662
		(s7,s5) : 0.223613977135
		(s7,s6) : 0.448603650908
		(s7,h7) : 0.0214672086648
		(s8,s5) : 0.160860450629
		(s8,s10) : 0.241387460544
		(s8,h8) : 0.0427693327827
		(s9,s3) : 0.101302145283
		(s9,s12) : 0.0900870865244
		(s9,h9) : 0.00618490999426
		(s10,s4) : 0.0387586559103
		(s10,s8) : 0.19161940616
		(s10,s11) : 0.169498219354
		(s10,h10) : 0.0166197469133
		(s11,s4) : 0.222056430847
		(s11,s10) : 0.11882379192
		(s11,h11) : 0.0533599701233
		(s12,s2) : 0.215093074601
		(s12,s9) : 0.0822357159523
		(s12,h12) : 0.165163362967
		(h1,s1) : 0.0117805485632
		(h2,s2) : 0.00435936136466
		(h3,s3) : 0.000460258202833
		(h4,s4) : 0.00766036583887
		(h5,s5) : 0.17880269496
		(h6,s6) : 0.0989168316514
		(h7,s7) : 0.0263621790311
		(h8,s8) : 0.00448291532923
		(h9,s9) : 0.0142398659403
		(h10,s10) : 0.0144204211149
		(h11,s11) : 0.0340880222767
		(h12,s12) : 0.0244323798607
ecmp	4	
		(s1,s2) : 0.105523076323
		(s1,h1) : 0.0125375829095
		(s2,s1) : 0.125375829095
		(s2,s5) : 0.201774007296
		(s2,s6) : 0.220287060121
		(s2,s12) : 1.45112483724
		(s2,h2) : 0.0103833204914
		(s3,s6) : 0.0352969347393
		(s3,s9) : 0.0256950144573
		(s3,h3) : 0.0435947407543
		(s4,s7) : 0.262495747393
		(s4,s10) : 0.0553878125311
		(s4,s11) : 0.32777481375
		(s4,h4) : 0.010958815495
		(s5,s2) : 1.15621260587
		(s5,s7) : 0.407155633995
		(s5,s8) : 0.534618837309
		(s5,h5) : 0.00466697731771
		(s6,s2) : 0.605830304991
		(s6,s3) : 0.401468322762
		(s6,s7) : 0.345075644326
		(s6,h6) : 0.0187009158149
		(s7,s4) : 0.454875953633
		(s7,s5) : 0.202039962161
		(s7,s6) : 0.396149778886
		(s7,h7) : 0.0196992787332
		(s8,s5) : 0.145152684415
		(s8,s10) : 0.217647570712
		(s8,h8) : 0.0385016440997
		(s9,s3) : 0.0913602910581
		(s9,s12) : 0.0808810893802
		(s9,h9) : 0.00557190481433
		(s10,s4) : 0.0341554214835
		(s10,s8) : 0.172212551072
		(s10,s11) : 0.152757161718
		(s10,h10) : 0.0149652753075
		(s11,s4) : 0.19761746854
		(s11,s10) : 0.106833013498
		(s11,h11) : 0.0480531975469
		(s12,s2) : 0.195076464863
		(s12,s9) : 0.0749590241605
		(s12,h12) : 0.148441084247
		(h1,s1) : 0.0105523076323
		(h2,s2) : 0.00397524866155
		(h3,s3) : 0.00041107429198
		(h4,s4) : 0.00685976849675
		(h5,s5) : 0.159569019648
		(h6,s6) : 0.0887649656481
		(h7,s7) : 0.0235331456299
		(h8,s8) : 0.00409853077438
		(h9,s9) : 0.0127306389964
		(h10,s10) : 0.0128909490608
		(h11,s11) : 0.0304450482038
		(h12,s12) : 0.022244040487
ecmp	5	
		(s1,s2) : 0.111958471956
		(s1,h1) : 0.0167936176291
		(s2,s1) : 0.167936176291
		(s2,s5) : 0.211282737329
		(s2,s6) : 0.237013099021
		(s2,s12) : 1.55548329843
		(s2,h2) : 0.00892558821805
		(s3,s6) : 0.0382094129657
		(s3,s9) : 0.0224933487742
		(s3,h3) : 0.0469048186559
		(s4,s7) : 0.281735212515
		(s4,s10) : 0.0592082720801
		(s4,s11) : 0.352728386437
		(s4,h4) : 0.0117922875466
		(s5,s2) : 1.24468423426
		(s5,s7) : 0.438070300381
		(s5,s8) : 0.55613511346
		(s5,h5) : 0.00502228136329
		(s6,s2) : 0.652845400458
		(s6,s3) : 0.426584316225
		(s6,s7) : 0.369027932042
		(s6,h6) : 0.0201243046692
		(s7,s4) : 0.489512343747
		(s7,s5) : 0.214350915454
		(s7,s6) : 0.424698358272
		(s7,h7) : 0.0211976886117
		(s8,s5) : 0.15661498222
		(s8,s10) : 0.234173197467
		(s8,h8) : 0.0391762543052
		(s9,s3) : 0.0982971296607
		(s9,s12) : 0.0869686043903
		(s9,h9) : 0.00473313781141
		(s10,s4) : 0.0365585110316
		(s10,s8) : 0.182331240674
		(s10,s11) : 0.164355765049
		(s10,h10) : 0.0161034008092
		(s11,s4) : 0.212154552547
		(s11,s10) : 0.113069644161
		(s11,h11) : 0.0517084151486
		(s12,s2) : 0.208701100894
		(s12,s9) : 0.0734091677144
		(s12,h12) : 0.159734405522
		(h1,s1) : 0.0111958471956
		(h2,s2) : 0.00427819856871
		(h3,s3) : 0.000486950241321
		(h4,s4) : 0.00733693391718
		(h5,s5) : 0.170686382673
		(h6,s6) : 0.0949779825157
		(h7,s7) : 0.0251705058653
		(h8,s8) : 0.00440843686067
		(h9,s9) : 0.0136694595677
		(h10,s10) : 0.0137828411138
		(h11,s11) : 0.0325224196708
		(h12,s12) : 0.0237002421006
ecmp	6	
		(s1,s2) : 0.101712308014
		(s1,h1) : 0.0156869664103
		(s2,s1) : 0.156869664103
		(s2,s5) : 0.191961754557
		(s2,s6) : 0.218077386706
		(s2,s12) : 1.42668033252
		(s2,h2) : 0.00817497984633
		(s3,s6) : 0.0346083949427
		(s3,s9) : 0.0202728076564
		(s3,h3) : 0.0429339770901
		(s4,s7) : 0.256017235236
		(s4,s10) : 0.0537466505845
		(s4,s11) : 0.322436543767
		(s4,h4) : 0.0110421079251
		(s5,s2) : 1.15099214232
		(s5,s7) : 0.406553172085
		(s5,s8) : 0.51172009575
		(s5,h5) : 0.00455940103481
		(s6,s2) : 0.593640230381
		(s6,s3) : 0.39078438999
		(s6,s7) : 0.335734622934
		(s6,h6) : 0.0184707130169
		(s7,s4) : 0.449597896305
		(s7,s5) : 0.194801372498
		(s7,s6) : 0.38854143053
		(s7,h7) : 0.0194241852708
		(s8,s5) : 0.142410214309
		(s8,s10) : 0.216186487219
		(s8,h8) : 0.0358937634193
		(s9,s3) : 0.0893168626023
		(s9,s12) : 0.0789113809692
		(s9,h9) : 0.00433410289248
		(s10,s4) : 0.0333122336699
		(s10,s8) : 0.165725752159
		(s10,s11) : 0.151445236485
		(s10,h10) : 0.0147522037102
		(s11,s4) : 0.193045985443
		(s11,s10) : 0.102744671815
		(s11,h11) : 0.0473881780252
		(s12,s2) : 0.190095232267
		(s12,s9) : 0.0670229996732
		(s12,h12) : 0.146417176079
		(h1,s1) : 0.0101712308014
		(h2,s2) : 0.00388990233653
		(h3,s3) : 0.000411972090802
		(h4,s4) : 0.00666653934206
		(h5,s5) : 0.158568607914
		(h6,s6) : 0.0863639161295
		(h7,s7) : 0.0228877521787
		(h8,s8) : 0.00400884878113
		(h9,s9) : 0.0124273465167
		(h10,s10) : 0.0125327449798
		(h11,s11) : 0.0295790657258
		(h12,s12) : 0.0215698279242
ecmp	7	
		(s1,s2) : 0.102075264224
		(s1,h1) : 0.0157991327028
		(s2,s1) : 0.157991327028
		(s2,s5) : 0.190031509108
		(s2,s6) : 0.215592768349
		(s2,s12) : 1.43844123307
		(s2,h2) : 0.0090178357676
		(s3,s6) : 0.0337223515656
		(s3,s9) : 0.022282698774
		(s3,h3) : 0.0432505956633
		(s4,s7) : 0.253209730488
		(s4,s10) : 0.0543985415733
		(s4,s11) : 0.324824582619
		(s4,h4) : 0.0111253017327
		(s5,s2) : 1.16792746021
		(s5,s7) : 0.389581597214
		(s5,s8) : 0.521948883944
		(s5,h5) : 0.00433925097128
		(s6,s2) : 0.60194246277
		(s6,s3) : 0.395395677619
		(s6,s7) : 0.325170078861
		(s6,h6) : 0.0185932454217
		(s7,s4) : 0.452976912024
		(s7,s5) : 0.197479846618
		(s7,s6) : 0.393478747827
		(s7,h7) : 0.0156001666821
		(s8,s5) : 0.143566849608
		(s8,s10) : 0.217600783349
		(s8,h8) : 0.0369549084643
		(s9,s3) : 0.0889857858125
		(s9,s12) : 0.0799898304595
		(s9,h9) : 0.00479436642292
		(s10,s4) : 0.0323151771807
		(s10,s8) : 0.168676471512
		(s10,s11) : 0.152546408458
		(s10,h10) : 0.0148621609366
		(s11,s4) : 0.19160231831
		(s11,s10) : 0.104504714675
		(s11,h11) : 0.0477370991077
		(s12,s2) : 0.189712731835
		(s12,s9) : 0.0700333305215
		(s12,h12) : 0.14743939479
		(h1,s1) : 0.0102075264224
		(h2,s2) : 0.00305772761885
		(h3,s3) : 0.000412954354087
		(h4,s4) : 0.0066791464492
		(h5,s5) : 0.159177224575
		(h6,s6) : 0.0865646805725
		(h7,s7) : 0.0231975766727
		(h8,s8) : 0.00400913621429
		(h9,s9) : 0.0124603251206
		(h10,s10) : 0.012565562692
		(h11,s11) : 0.0296107032985
		(h12,s12) : 0.0215708946723
ecmp	8	
		(s1,s2) : 0.108440544885
		(s1,h1) : 0.0167027785098
		(s2,s1) : 0.167027785098
		(s2,s5) : 0.206332318463
		(s2,s6) : 0.228280824494
		(s2,s12) : 1.51999603497
		(s2,h2) : 0.00895464062479
		(s3,s6) : 0.0369071475046
		(s3,s9) : 0.024421998611
		(s3,h3) : 0.0457027596308
		(s4,s7) : 0.26818858887
		(s4,s10) : 0.0575521443652
		(s4,s11) : 0.351032833165
		(s4,h4) : 0.0117614276246
		(s5,s2) : 1.23099782216
		(s5,s7) : 0.414576398259
		(s5,s8) : 0.554611352541
		(s5,h5) : 0.00558331017861
		(s6,s2) : 0.636428605545
		(s6,s3) : 0.417813288722
		(s6,s7) : 0.349612505651
		(s6,h6) : 0.019660488355
		(s7,s4) : 0.486322668239
		(s7,s5) : 0.212361399524
		(s7,s6) : 0.415418998031
		(s7,h7) : 0.0164927035846
		(s8,s5) : 0.15280418681
		(s8,s10) : 0.23299426884
		(s8,h8) : 0.0390664166033
		(s9,s3) : 0.0943647593879
		(s9,s12) : 0.0856773656936
		(s9,h9) : 0.00506903382961
		(s10,s4) : 0.034147339533
		(s10,s8) : 0.179200663177
		(s10,s11) : 0.164734532245
		(s10,h10) : 0.0157117344634
		(s11,s4) : 0.202888849715
		(s11,s10) : 0.111007307662
		(s11,h11) : 0.0515767365409
		(s12,s2) : 0.202787462753
		(s12,s9) : 0.074003985885
		(s12,h12) : 0.155883466495
		(h1,s1) : 0.0108440544885
		(h2,s2) : 0.00325289339235
		(h3,s3) : 0.00061786943129
		(h4,s4) : 0.00710289851588
		(h5,s5) : 0.168452076995
		(h6,s6) : 0.0919852313439
		(h7,s7) : 0.024665260886
		(h8,s8) : 0.00426506059651
		(h9,s9) : 0.0132306478882
		(h10,s10) : 0.0133646158722
		(h11,s11) : 0.0313896157377
		(h12,s12) : 0.0229952712926
ecmp	9	
		(s1,s2) : 0.113062135566
		(s1,h1) : 0.0137974718855
		(s2,s1) : 0.137974718855
		(s2,s5) : 0.215441116462
		(s2,s6) : 0.239824584138
		(s2,s12) : 1.58868924872
		(s2,h2) : 0.00934913640767
		(s3,s6) : 0.0391964769606
		(s3,s9) : 0.0259799249798
		(s3,h3) : 0.0477436953256
		(s4,s7) : 0.283247107901
		(s4,s10) : 0.0568028418753
		(s4,s11) : 0.365852579487
		(s4,h4) : 0.0122954300423
		(s5,s2) : 1.26590930102
		(s5,s7) : 0.440551804766
		(s5,s8) : 0.572590947243
		(s5,h5) : 0.00585092710067
		(s6,s2) : 0.652676119008
		(s6,s3) : 0.436707152223
		(s6,s7) : 0.36765961717
		(s6,h6) : 0.0205701521733
		(s7,s4) : 0.503896899508
		(s7,s5) : 0.21998513807
		(s7,s6) : 0.433017011303
		(s7,h7) : 0.0188545807691
		(s8,s5) : 0.160925365852
		(s8,s10) : 0.238202881478
		(s8,h8) : 0.0407914961132
		(s9,s3) : 0.0985839598701
		(s9,s12) : 0.0883854706246
		(s9,h9) : 0.00529729449867
		(s10,s4) : 0.0362326972635
		(s10,s8) : 0.186474050285
		(s10,s11) : 0.172279479256
		(s10,h10) : 0.0154480883594
		(s11,s4) : 0.215260877777
		(s11,s10) : 0.115910367506
		(s11,h11) : 0.0538132058743
		(s12,s2) : 0.20677620844
		(s12,s9) : 0.0771345710689
		(s12,h12) : 0.162947502183
		(h1,s1) : 0.0113062135566
		(h2,s2) : 0.00369972682149
		(h3,s3) : 0.000732224310356
		(h4,s4) : 0.00734663551373
		(h5,s5) : 0.174120970365
		(h6,s6) : 0.0950706337732
		(h7,s7) : 0.0253986326734
		(h8,s8) : 0.00479782109347
		(h9,s9) : 0.0136827879433
		(h10,s10) : 0.013855101954
		(h11,s11) : 0.0331171245283
		(h12,s12) : 0.0236311082001
ecmp	10	
		(s1,s2) : 0.114837079515
		(s1,h1) : 0.0139940563596
		(s2,s1) : 0.139940563596
		(s2,s5) : 0.217416704549
		(s2,s6) : 0.244473361417
		(s2,s12) : 1.61162668583
		(s2,h2) : 0.00948835104413
		(s3,s6) : 0.0387267473525
		(s3,s9) : 0.0256852943689
		(s3,h3) : 0.0494984769472
		(s4,s7) : 0.287379145406
		(s4,s10) : 0.0576562925249
		(s4,s11) : 0.371279589585
		(s4,h4) : 0.0124717116559
		(s5,s2) : 1.28645177934
		(s5,s7) : 0.443107973454
		(s5,s8) : 0.581185158491
		(s5,h5) : 0.0059276933488
		(s6,s2) : 0.662922697183
		(s6,s3) : 0.452214433302
		(s6,s7) : 0.368906578596
		(s6,h6) : 0.0208541473277
		(s7,s4) : 0.511366223467
		(s7,s5) : 0.223412301871
		(s7,s6) : 0.44378519043
		(s7,h7) : 0.0179518337288
		(s8,s5) : 0.161299240697
		(s8,s10) : 0.241129082487
		(s8,h8) : 0.0414067045408
		(s9,s3) : 0.101200139988
		(s9,s12) : 0.0891095146651
		(s9,h9) : 0.00537270094862
		(s10,s4) : 0.0366316974691
		(s10,s8) : 0.189449181871
		(s10,s11) : 0.174457673038
		(s10,h10) : 0.0156680537517
		(s11,s4) : 0.21844463834
		(s11,s10) : 0.117759678951
		(s11,h11) : 0.0545737262623
		(s12,s2) : 0.20901721565
		(s12,s9) : 0.0793252720628
		(s12,h12) : 0.165244515199
		(h1,s1) : 0.0114837079515
		(h2,s2) : 0.00351120541444
		(h3,s3) : 0.000598223790349
		(h4,s4) : 0.00745895847984
		(h5,s5) : 0.176789359766
		(h6,s6) : 0.0965599883159
		(h7,s7) : 0.0258688355599
		(h8,s8) : 0.00458610282312
		(h9,s9) : 0.0139026097707
		(h10,s10) : 0.0140674035932
		(h11,s11) : 0.0336204317291
		(h12,s12) : 0.0240051439204
ecmp	11	
		(s1,s2) : 0.116046882867
		(s1,h1) : 0.0155562159623
		(s2,s1) : 0.155562159623
		(s2,s5) : 0.212917825092
		(s2,s6) : 0.248239689237
		(s2,s12) : 1.63668598397
		(s2,h2) : 0.00960961696266
		(s3,s6) : 0.0395241704444
		(s3,s9) : 0.0300996454362
		(s3,h3) : 0.0501310924827
		(s4,s7) : 0.291342241951
		(s4,s10) : 0.0583931690642
		(s4,s11) : 0.376024730261
		(s4,h4) : 0.01374141445
		(s5,s2) : 1.31468610946
		(s5,s7) : 0.453902756924
		(s5,s8) : 0.588612998355
		(s5,h5) : 0.00424702007066
		(s6,s2) : 0.67232900662
		(s6,s3) : 0.462062855857
		(s6,s7) : 0.373850529591
		(s6,h6) : 0.0211206738634
		(s7,s4) : 0.527276385919
		(s7,s5) : 0.220188870354
		(s7,s6) : 0.452075688487
		(s7,h7) : 0.0181812672307
		(s8,s5) : 0.161920353898
		(s8,s10) : 0.244341956554
		(s8,h8) : 0.0419359031381
		(s9,s3) : 0.102800346453
		(s9,s12) : 0.0898300235695
		(s9,h9) : 0.00640324115128
		(s10,s4) : 0.0377880285348
		(s10,s8) : 0.190527950416
		(s10,s11) : 0.176687330212
		(s10,h10) : 0.0158682993921
		(s11,s4) : 0.222695097897
		(s11,s10) : 0.118333388614
		(s11,h11) : 0.0552712060473
		(s12,s2) : 0.210836165363
		(s12,s9) : 0.0858717527816
		(s12,h12) : 0.167356423562
		(h1,s1) : 0.0116046882867
		(h2,s2) : 0.00356036632334
		(h3,s3) : 0.000607153839806
		(h4,s4) : 0.00754147734252
		(h5,s5) : 0.180464501611
		(h6,s6) : 0.0979609582535
		(h7,s7) : 0.0262258088601
		(h8,s8) : 0.00464803930613
		(h9,s9) : 0.0140691383317
		(h10,s10) : 0.0142617788852
		(h11,s11) : 0.0341028486511
		(h12,s12) : 0.0243756146229
ecmp	12	
		(s1,s2) : 0.125069037407
		(s1,h1) : 0.0166981613959
		(s2,s1) : 0.166981613959
		(s2,s5) : 0.232049692769
		(s2,s6) : 0.26588111581
		(s2,s12) : 1.7562483374
		(s2,h2) : 0.0103149688233
		(s3,s6) : 0.0433359121481
		(s3,s9) : 0.0330116942374
		(s3,h3) : 0.0537932435953
		(s4,s7) : 0.312625227472
		(s4,s10) : 0.0723084730296
		(s4,s11) : 0.40370073035
		(s4,h4) : 0.0138971067875
		(s5,s2) : 1.41072589156
		(s5,s7) : 0.48312053862
		(s5,s8) : 0.648304625465
		(s5,h5) : 0.00455963314842
		(s6,s2) : 0.721610345129
		(s6,s3) : 0.495817236979
		(s6,s7) : 0.406001335893
		(s6,h6) : 0.0226741504596
		(s7,s4) : 0.56789501368
		(s7,s5) : 0.236351740755
		(s7,s6) : 0.485100492128
		(s7,h7) : 0.0195161347569
		(s8,s5) : 0.173748877371
		(s8,s10) : 0.279045722202
		(s8,h8) : 0.0450125704861
		(s9,s3) : 0.110474278746
		(s9,s12) : 0.0974781946062
		(s9,h9) : 0.00687371589032
		(s10,s4) : 0.0401303846233
		(s10,s8) : 0.204446301504
		(s10,s11) : 0.189594603341
		(s10,h10) : 0.0200193540249
		(s11,s4) : 0.238054188327
		(s11,s10) : 0.130291832482
		(s11,h11) : 0.0593295333691
		(s12,s2) : 0.228535991812
		(s12,s9) : 0.092144812462
		(s12,h12) : 0.179650674097
		(h1,s1) : 0.0125069037407
		(h2,s2) : 0.00383691822547
		(h3,s3) : 0.0007988526614
		(h4,s4) : 0.00815259120975
		(h5,s5) : 0.194559707624
		(h6,s6) : 0.105585290251
		(h7,s7) : 0.0282761492147
		(h8,s8) : 0.00501693774642
		(h9,s9) : 0.0151533125556
		(h10,s10) : 0.0152718802004
		(h11,s11) : 0.0368346020808
		(h12,s12) : 0.0263461013244
ecmp	13	
		(s1,s2) : 0.127278592549
		(s1,h1) : 0.0171397008922
		(s2,s1) : 0.171397008922
		(s2,s5) : 0.237298218012
		(s2,s6) : 0.27801090163
		(s2,s12) : 1.79603901813
		(s2,h2) : 0.0105524539369
		(s3,s6) : 0.0447713938325
		(s3,s9) : 0.0269879085303
		(s3,h3) : 0.0551981874372
		(s4,s7) : 0.323463263375
		(s4,s10) : 0.0591388656902
		(s4,s11) : 0.41422695777
		(s4,h4) : 0.0142567844605
		(s5,s2) : 1.43638002945
		(s5,s7) : 0.513675181439
		(s5,s8) : 0.640067784992
		(s5,h5) : 0.00468894891182
		(s6,s2) : 0.738224230997
		(s6,s3) : 0.50214801285
		(s6,s7) : 0.417779273652
		(s6,h6) : 0.0232906897015
		(s7,s4) : 0.568694867176
		(s7,s5) : 0.241793349058
		(s7,s6) : 0.493426695709
		(s7,h7) : 0.0236353759002
		(s8,s5) : 0.177760917997
		(s8,s10) : 0.260339129865
		(s8,h8) : 0.0461847925431
		(s9,s3) : 0.113466367584
		(s9,s12) : 0.0991044504136
		(s9,h9) : 0.00545330488038
		(s10,s4) : 0.0420618187068
		(s10,s8) : 0.208915062512
		(s10,s11) : 0.194575548385
		(s10,h10) : 0.015909857665
		(s11,s4) : 0.245738045824
		(s11,s10) : 0.128168889607
		(s11,h11) : 0.0608802506155
		(s12,s2) : 0.232384931667
		(s12,s9) : 0.0852634503301
		(s12,h12) : 0.184445107696
		(h1,s1) : 0.0127278592549
		(h2,s2) : 0.00540019013993
		(h3,s3) : 0.000812679630064
		(h4,s4) : 0.00829021997328
		(h5,s5) : 0.198015999993
		(h6,s6) : 0.107484942334
		(h7,s7) : 0.0285350952479
		(h8,s8) : 0.00509651257879
		(h9,s9) : 0.0154852507941
		(h10,s10) : 0.0157004121092
		(h11,s11) : 0.0373906935431
		(h12,s12) : 0.0266955990413
ecmp	14	
		(s1,s2) : 0.129822263312
		(s1,h1) : 0.017240884474
		(s2,s1) : 0.17240884474
		(s2,s5) : 0.247070702353
		(s2,s6) : 0.279652128569
		(s2,s12) : 1.81398622934
		(s2,h2) : 0.0106147499531
		(s3,s6) : 0.0457364059765
		(s3,s9) : 0.033833048681
		(s3,h3) : 0.0555240478681
		(s4,s7) : 0.327706776547
		(s4,s10) : 0.0741080646103
		(s4,s11) : 0.41667233109
		(s4,h4) : 0.0143409488532
		(s5,s2) : 1.45158653054
		(s5,s7) : 0.516707643621
		(s5,s8) : 0.669207893864
		(s5,h5) : 0.00519181556955
		(s6,s2) : 0.743466430963
		(s6,s3) : 0.511763949828
		(s6,s7) : 0.431927694302
		(s6,h6) : 0.0234281854153
		(s7,s4) : 0.585755137288
		(s7,s5) : 0.245100607313
		(s7,s6) : 0.499140990177
		(s7,h7) : 0.023774906456
		(s8,s5) : 0.179932844671
		(s8,s10) : 0.287838077143
		(s8,h8) : 0.0464574427349
		(s9,s3) : 0.114745301945
		(s9,s12) : 0.100525663718
		(s9,h9) : 0.00706355756937
		(s10,s4) : 0.0425449639086
		(s10,s8) : 0.211002013668
		(s10,s11) : 0.195724217843
